,News,Label
1346,IN BRIEF: Microsoft gets settlement from Foxconn in patent royalty fight,1
681,India says one vaccine dose prevents 96.6% COVID-19 deaths,0
199,Microsoft to unplug Internet Explorer as it seeks edge in browser war,1
1153,"Microsoft targets Amazon with price cuts on ""cloud"" services",1
260,India's plans for 20% ethanol-blending will cut sugar subsidy - oil secretary,0
407,UPDATE 1-Commerzbank deepens partnership with Microsoft amid revamp,1
592,Coal India starts project to replace diesel with LNG in dumpers,0
1113,Microsoft succession speculation focuses on internal candidates,1
803,EXCLUSIVE-Bayer revives plan to introduce new GM cotton seeds in India,0
226,India shuts last consulate in Afghanistan and evacuates citizens,0
1054,Gail India issues tender to buy and sell LNG for Sept and March-sources,0
1151,Microsoft's CEO may come out swinging,1
1079,UPDATE 1-Omicron spreads in India's big cities but hospitalisations still low,0
487,Microsoft to reorganize sales and marketing teams,1
746,Britain and India aim to finalise FTA agreement by year-end,0
1059,Microsoft plans to cut 'thousands' of jobs: source,1
1264,Microsoft Surface Pro gets tough early reviews,1
612,Flame virus prompts Microsoft to boost Windows security,1
940,Microsoft to continue talks to buy TikTok from ByteDance,1
835,"Microsoft to cut 1,850 jobs at struggling smartphone unit",1
41,Explainer-Why is India facing a coal shortage?,0
1801,Microsoft to buy cyber security firm Hexadite for $100 mln -report,1
233,Microsoft facing issues with Teams livestreaming,1
321,India's September preliminary trade deficit at $22.94 billion - govt,0
474,Tata Sons said to be selected as winning bidder for Air India - Bloomberg News,0
965,India's top lender stops handling trade with sanctioned Russian entities - sources,0
832,Microsoft to let Xbox hook up with mobile devices,1
622,Dozens released after protest at India plant of Apple supplier Foxconn,0
1440,Microsoft's CEO may unveil Office for iPad on March 27: source,1
1146,India eases rules in scheme to provide cooking gas to poor people,0
494,"Microsoft to cut 2,850 more jobs",1
87,India's September vehicle sales hit by chip shortage,0
1591,Samsung seeks Hong Kong arbitration after Microsoft lawsuit,1
829,India likely to allow export of Sputnik Light COVID shot this month - sources,0
1156,"Windows Phone sales to ""ramp quickly"": Microsoft CEO",1
1099,"Microsoft redesigns Bing, plays up Facebook link",1
235,Microsoft in talks to buy AI firm Nuance Communications - Bloomberg,1
1725,Denmark wants $1 billion in back-taxes from Microsoft: local radio,1
1808,Microsoft's Hotmail and Outlook.com suffer all-day outage in Europe,1
765,Pilot error likely caused fatal Air India Express crash - report,0
1102,CEO Ballmer retires as Microsoft struggles to modernize,1
240,"India's monsoon rains forecast to be average in August, September",0
691,India says one vaccine dose prevents 96.6% COVID-19 deaths,0
670,India likely to allow export of Sputnik Light COVID shot this month - sources,0
446,Microsoft details subscriber growth in cloud,1
1398,Samsung says Microsoft deal invites 'charges of collusion': filing,1
370,Late monsoon floods kill more than 150 in India and Nepal,0
1539,"UPDATE 3-Microsoft to offer Windows for free on phones, tablets",1
1776,Microsoft expects unit to miss revenue outlook on coronavirus impact,1
383,India's Serum sees 'large' exports as output nearly quadruples,0
1828,UPDATE 1-IBM settles legal dispute with diversity officer hired by Microsoft,1
918,Foxconn's dorms for India workers do not meet Apple standards - spokesperson,0
1558,Samsung says Microsoft deal invites 'charges of collusion' -filing,1
269,Activision's mobile gaming unit to see leadership changes ahead of Microsoft deal,1
16,Factbox-India and Pakistan's nuclear arsenals,0
886,"India's Serum Institute to boost vaccine exports gradually, report says",0
1803,Microsoft to probe work of Israeli facial recognition startup it funded,1
990,"India cuts tax on crude palm oil imports to help consumers, refiners",0
1124,Microsoft seeks EU approval for LinkedIn buy,1
682,"Microsoft's Surface tablet has ""modest"" start: Ballmer",1
1238,Microsoft unveils new Xbox One game console,1
197,Microsoft to unplug Internet Explorer as it seeks edge in browser war,1
227,India's June industrial output grows 13.6%,0
744,India administers lowest number of COVID-19 tests in a month,0
52,"Microsoft cloud growth forecast bodes well for tech rivals, too",1
1266,Microsoft CEO signals new course with Office for iPad,1
303,India to auction 5G airwaves in 2022 in boost to tech economy,0
744,Facebook dumps Microsoft Web search results,1
270,UK urges organisations to install Microsoft updates urgently,1
410,Column: India looks to Russia to solve the energy crisis Moscow created,0
909,Several Foxconn India workers hospitalised after food poisoning - source,0
1446,"Microsoft tops estimates as Azure, Office products drive gains",1
1507,"Barclays cuts Microsoft price target, others await Windows 8 launch",1
601,India struggles to contain vegoil prices as Indonesia restricts exports,0
1094,Microsoft: Foreign hackers are targeting Biden and Trump camps,1
113,UPDATE 2-Microsoft suspends sales in Russia as Western sanctions tighten,1
1130,Microsoft acquires start-up id8: source,1
373,MEDIA-Microsoft joins forces with European news publishers - FT,1
226,Microsoft’s D.C. shield is showing cracks,1
154,"EXCLUSIVE-Microsoft set to win EU antitrust nod for $16 bln Nuance deal, sources say",1
988,"Oil producers cannot hold consumers to ransom, says India oil minister",0
900,"India's Nifty breaches 17,000 on financials boost; GDP data in focus",0
1515,Microsoft sued over browser miscue that led to $731 million EU fine,1
557,India's finmin says central bank to launch digital cryptocurrency,0
258,U.S. probes options trade gained on Microsoft-Activision deal - WSJ,1
100,Foxconn to restructure management at India iPhone plant,0
767,CORRECTED-UPDATE 1-India says to auction 5G airwaves this year,0
884,"Microsoft beats profit forecasts, shares jump",1
669,Microsoft infringes MMI patents -US trade judge,1
234,Microsoft facing issues with Teams livestreaming,1
225,"Latest Microsoft megadeal ropes in Simpson Thacher, Paul Weiss and Kirkland",1
44,"India's daily COVID-19 cases rise by 27,553",0
677,Musk-backed Starlink to refund pre-orders in India after govt order,0
1291,United States vs Google vindicates old antitrust gripes from Microsoft,1
826,Nokia sees Microsoft deal closing this week,1
1002,'Off to Canada': India's jobs crisis exasperates its youth,0
49,Microsoft to gobble up Activision in $69 billion metaverse bet,1
1762,Microsoft says Russia-linked hackers target sports organizations,1
1646,"Microsoft profit, revenue beats Wall Street view; shares up",1
1347,Microsoft made $1.3 bln in cash payments in GitHub deal,1
184,"Microsoft plans to tap smart TVs, streaming devices for Xbox games",1
723,India's main cities record sharp fall in COVID-19 infections,0
1267,Microsoft quarterly adjusted revenue falls 6.6 pct,1
418,"India's interests come before vaccine exports, says health ministry",0
211,Kerala's COVID-19 lessons for India and Modi's government,0
281,UK says India's UN vote swayed by dependence on Russia,0
1105,Microsoft's Windows battles slack PC sales,1
466,Factbox: Microsoft's patchy deal history,1
813,Volkswagen deepens cloud computing partnership with Microsoft,1
1573,UPDATE 2-U.S. Int'l Trade Commission clears Microsoft of patent infringement,1
640,Microsoft exec sees autumn release for Windows 10,1
1163,2012: The year Microsoft finally battles back,1
815,Microsoft says has fixed Internet Explorer flaw,1
192,FACTBOX-The key issues in India's upcoming state elections,0
696,India objects to Singapore PM's remarks about 'criminal' MPs,0
1501,"New Microsoft CEO Nadella impresses Wall Street, stresses challenges",1
1013,"Microsoft CEO's bonus trimmed for Windows, browser misstep",1
942,Flu vaccine demand takes off in India as pandemic raises awareness,0
422,India police to question Amazon executives in probe over marijuana smuggling,0
1736,"Microsoft sets Windows 8 price, opens for pre-order",1
234,"India reports 40,134 new coronavirus cases",0
769,Microsoft demurs at Motorola patent settlement offer,1
1275,CORRECTED-Microsoft revenue falls 5.5 pct,1
202,UPDATE 2-Microsoft says an outage with Microsoft 365 services resolved,1
315,"White House cites 'active threat,' urges action despite Microsoft patch",1
193,Kerala's COVID-19 lessons for India and Modi's government,0
790,"India's capital bans Christmas, New Year celebrations over Omicron fears",0
918,Factbox: Key Microsoft executive departures in recent years,1
1182,"India's retail inflation will moderate from current levels, says cenbank governor",0
1489,"Microsoft close to naming new CEO, Nadella most likely - source",1
83,"India reports 30,941 new COVID-19 cases",0
925,India's Gennova developing Omicron-specific COVID-19 vaccine,0
1187,Microsoft Surface Pro gets tough early reviews,1
1136,"Nokia, Microsoft head for ""Last Chance Saloon""",1
738,India on course for open access in its markets - RBI deputy governor,0
311,UPDATE 1-UK urges organisations to install Microsoft updates urgently,1
58,UPDATE 1-Microsoft eyeing deal to buy cybersecurity firm Mandiant -Bloomberg,1
323,India's Jan trade deficit touches $17.94 billion - trade ministry,0
495,India's tax revenues likely to beat forecast on strong recovery - officials,0
1714,BRIEF-Dun & Bradstreet: Relationship with Microsoft won't impact 2017 results,1
8,Microsoft suspends product sales and services in Russia,1
477,India's new COVID-19 cases jump to two-month high,0
27,Tata appoints N Chandrasekaran as Air India chairman,0
1051,ITC says Microsoft did not violate Google patent,1
292,UPDATE 4-Microsoft rolls back update to fix access issues for thousands,1
507,Israel renews licensing agreement with Microsoft,1
1027,India's Future Retail asks court to declare arbitration with Amazon illegal,0
877,"Microsoft awards hacking expert, repairs browser bug",1
472,India proposes new rules to push green energy use in industries,0
199,Three arrested in India for online harassment of Muslim women,0
650,BRIEF-India CCI OKs Acquisition Of Glaxosmithkline Asia Private,0
523,Britain and India aim to finalise FTA agreement by year-end,0
567,Microsoft probed over foreign bribery -report,1
1039,CORRECTED-Uber to allow users to book rides via WhatsApp in India,0
1625,"Microsoft to sell feature phone business to Foxconn subsidiary, HMD Global",1
1405,Microsoft gets into 5G race with Azure cloud for telecom operators,1
531,Microsoft says investigating accessibility issues with 365 services,1
923,Nokia shareholders approve sale of mobile business to Microsoft,1
956,Microsoft's quarterly profit rises 35 percent,1
1243,"In India, would-be Microsoft CEO showed inquisitive streak",1
1285,Microsoft denies U.S. suggestion its diversity plan illegally discriminates by race,1
76,"Move over Apple, Microsoft now the world's most valuable company",1
1221,The Force is with Microsoft: Shares up on winning JEDI contract,1
455,Cricket - India to start home season with New Zealand series,0
1652,Microsoft says North Korea-linked hackers stole sensitive information,1
616,BRIEF-Microsoft and Halliburton enter strategic alliance,1
737,Games-India withdraw hockey teams from Commonwealth Games in Birmingham,0
1711,UPDATE 1-Microsoft pushes U.S. Customs to enforce phone import ban,1
113,"India reports 36,401 new COVID-19 infections",0
929,India tech capital on high alert following actor's death,0
713,India on course for open access in its markets - RBI deputy governor,0
801,Floundering private sales of vaccines in India deal blow to Russia's Sputnik V,0
1310,"UPDATE 1-Microsoft says disruption to Teams, Outlook resolved",1
935,LIC to open India's biggest IPO issue by mid-March - sources,0
47,"India's daily COVID-19 cases rise by 194,720",0
201,Three arrested in India for online harassment of Muslim women,0
300,India's economic advisory council expects it to grow 7%-7.5% in 2022/23,0
827,India's August gold imports nearly double as prices dip ahead of festivals,0
265,"GM, Microsoft tout Biden climate, social spending push",1
1488,UPDATE 1-Microsoft says Russia-linked hackers target sports organizations,1
2,Microsoft rolls out personalized news feed,1
238,UPDATE 2-Sony slides on 'monumental challenge' from Microsoft gaming deal,1
978,Steve Ballmer ends run as Microsoft's relentless salesman,1
1103,"Vaccine hesitancy big threat for India, says top vaccine maker SII",0
1751,UPDATE 1-Microsoft women filed 238 discrimination and harassment complaints,1
1286,FOCUS-Microsoft quietly prepares to avoid spotlight under Biden,1
1097,Microsoft board adds mobile savvy with Stanton,1
1733,Microsoft sues UK retailer over counterfeit Windows CDs,1
844,Resumption of India's COVAX vaccine supply delayed by Nepal - sources,0
613,Microsoft shareholders advised to vote against director Thompson,1
1037,Microsoft profit beats expectations on strong cloud demand,1
1051,India Reliance delays 21-day crude unit shutdown to Sept- sources,0
120,Microsoft board elects CEO Satya Nadella as chairman,1
1610,Microsoft files antitrust suit against InterDigital in patent feud,1
1399,UPDATE 1-Microsoft gets upper hand in first Google patent trial,1
966,India's Bharat Biotech says supply chains not impacted by Russia-Ukraine conflict,0
824,"Microsoft, Facebook to jointly build transatlantic subsea cable",1
467,No word from Microsoft on Office for iPad,1
617,Microsoft says hacking code could have leaked,1
785,Microsoft plans major job cuts - NYT,1
1391,Kaspersky tones down threat of antitrust complaint against Microsoft,1
1225,"Microsoft, Amazon must face facial recognition data suits",1
1408,Microsoft prepares to pay more to keep top executives during CEO search,1
821,India's main cities record sharp fall in COVID-19 infections,0
208,"Microsoft to allow EU customers to process, store data in the region",1
1034,India's June fuel demand recovers as lockdowns ease,0
1601,GitLab gains developers after Microsoft buys rival GitHub,1
617,Resumption of India's COVAX vaccine supply delayed by Nepal - sources,0
326,"FACTBOX-India's 10 biggest ever IPOs, led by Paytm",0
758,"Microsoft brings document scanner app to iPhones, Android",1
483,India increases local natural gas prices for Oct-March to $2.90/mmbtu,0
649,Hyundai suffers backlash in India after Pakistani partner tweets on Kashmir,0
1743,TomTom: Microsoft integrating our navigation in connected vehicles platform,1
26,"Qualcomm, Microsoft partner on metaverse chip for AR glasses",1
389,EU to rule on Microsoft's $7.5 billion ZeniMax deal by March 5,1
1114,"Microsoft's Windows head, once a possible CEO, exits",1
924,India's Modi calls meeting of state chiefs on fighting Omicron variant,0
839,"Microsoft awards hacking expert, repairs browser bug",1
547,From e-bikes to flying cars: India's Ola plots mobility future,0
949,Policy support still essential; inflation to ease - India MPC minutes,0
906,"Microsoft, Google stand down in patent battles",1
440,"India's COVID-19 cases multiply, vulnerable groups given vaccine boosters",0
1500,Exclusive: Linux users file EU complaint against Microsoft,1
1137,Facebook buys Microsoft ad technology platform,1
1017,India to start vaccinating 12- to 14-year olds against COVID-19,0
722,"China, Malaysia's scrap metal U-turn a golden opportunity for India - official",0
1532,Microsoft says wins patent trial against Google's Motorola,1
930,"Microsoft profit, revenue beats Wall Street view",1
810,India's SII promises 40 million more AstraZeneca doses to COVAX this year,0
561,"Microsoft plans to cut 1,000 jobs in Finland -newspaper",1
230,UPDATE 1-Soccer-La Liga deepens ties with Microsoft to try to lift revenues,1
1218,Microsoft to crack down on content promoting extremist acts,1
81,"India reports 41,965 new COVID-19 cases",0
501,Cricket - India to start home season with New Zealand series,0
461,EXCLUSIVE-Microsoft breached in suspected Russian hack using SolarWinds -sources familiar,1
1350,Microsoft Surface to be available at retail stores from mid-December,1
601,Microsoft quietly content as EU moves on Google,1
390,Judge upholds inventor's $7 mln database patent verdict against Microsoft,1
575,"REUTERS IMPACT-India targets alternate fuels, EVs in clean transport push",0
663,Microsoft probed over foreign bribery -report,1
735,Japan's Osaka Gas enters India's urban gas distribution market,0
971,Microsoft coy on cloud profit after Amazon delivers,1
1001,India gets below-average monsoon rains for second straight week,0
635,Microsoft says to work as 'single company' after overhaul,1
1201,"With HoloLens, Microsoft aims to avoid Google's mistakes",1
660,India expects to open LIC IPO issue by mid-March: sources,0
1289,Microsoft denies U.S. suggestion that diversity commitments may be illegal,1
994,"UK, India plan to connect world's green power grids",0
1701,Microsoft rushes to fix browser after attacks; no fix for XP users,1
1314,"Microsoft, Elon Musk's SpaceX tie up to woo space customers",1
599,India's top steelmakers seek federal funds to cut carbon emissions,0
638,India's cental bank to adjust private bank ownership rules,0
1655,Ericsson in talks to buy Microsoft's TV software unit-report,1
1681,"Privacy protection essential to shield human rights, says Microsoft's Smith",1
964,"Gates, Ballmer seek re-election to Microsoft board",1
304,At least 10 hacking groups using Microsoft software flaw -researchers,1
662,Apple lawyers to defend Samsung in Microsoft licensing dispute,1
859,Walgreens and Microsoft partner to develop digital healthcare services,1
1080,"UPDATE 3-UK, India plan to connect world's green power grids",0
583,"Google, India antitrust watchdog tussle in court over probe leak",0
1805,"REFILE-UPDATE 1-Microsoft unveils Windows 8, Surface tablet",1
928,Microsoft's secret weapon for growth in the cloud: email,1
1551,Microsoft agrees to buy U.S.-Israeli cyber firm Hexadite,1
716,India's hijab dispute reaches its most populous state,0
170,Reckitt takes steps to calm pricing row in India,0
275,"GM, Microsoft tout Biden climate, social spending push",1
1202,Microsoft CEO signals new course with Office for iPad,1
1025,India not to be impacted by U.S. Fed's likely liquidity taper: government official,0
429,Microsoft to buy Yammer for $1.2 bln,1
291,UPDATE 3-Microsoft in talks to buy AI firm Nuance Communications for about $16 billion -source,1
905,Microsoft sues IRS for details of probe on internal transactions,1
1191,"BRIEF-Novartis, Microsoft Announce Artificial Intelligence Collaboration",1
118,"UAE and India to sign trade, investment deal on Friday",0
298,White House task force met to discuss Microsoft software weaknesses,1
34,Top Chinese tech regulator holds video meet with Microsoft president,1
745,BRIEF-Microsoft Sets Quarterly Dividend Of $0.42/Share,1
1024,Merck drug less effective against moderate COVID - India regulatory source,0
660,Microsoft to offer local version of Azure cloud service,1
190,"Review of India's Covaxin shot underway, WHO says",0
643,"India antitrust body fines United Breweries, Carlsberg in price fixing case",0
839,"UK, India launch plan to connect world's power grids at climate summit",0
1143,Microsoft blocks censorship of Skype in China: advocacy group,1
1670,Microsoft seeks EU approval for $7.5 bln Nokia deal,1
68,How India flipped its vaccine fortunes,0
1521,Microsoft weighs TikTok purchase as ad business flattens out,1
1317,GameStop shares surge 44% on tie-up with Microsoft to upgrade stores,1
1755,BRIEF-Microsoft Board Declares Quarterly Dividend Of $0.42 Per Share,1
23,Microsoft stops making Xbox One consoles,1
941,Olympics-Alpine skiing-India's Arif Khan ready for date with destiny in Beijing,0
443,Microsoft details subscriber growth in cloud,1
549,"Microsoft launches messaging system for businesses, takes on Slack",1
491,"Coronavirus impact worsens India's educational divide, U.N. agency says",0
828,India's Future Retail takes Reliance deal saga to Supreme Court,0
1110,India set for huge boost in COVID vaccine supplies - ruling party chief,0
90,Microsoft hires key Apple engineer to design server chips - Bloomberg News,1
413,American Airlines bets on non-stop travel demand as it relaunches India flights,0
1340,Kaspersky tones down threat of antitrust complaint against Microsoft,1
2,"India asks Coal India to invest in electric vehicles, charging pods",0
1586,Microsoft working with Washington State on suit against Trump immigration order,1
546,"Mundie, one of Gates' successors, to retire from Microsoft",1
47,"Microsoft to work with community colleges to fill 250,000 cyber jobs",1
1503,Judge discounted women’s stories in Microsoft sex bias lawsuit – rights groups,1
1505,Microsoft to unveil more TV projects for Xbox One entertainment hub,1
526,IKEA malls business to invest around $1.2 billion in India - executive,0
1732,"Microsoft to spend $100 mln on Kenya, Nigeria tech development hub",1
607,Toxic gas kills six in India after illegal chemical dump,0
908,A million set to throng India's Ganges for holy dip despite COVID-19,0
855,India on course for open access in its markets - RBI deputy governor,0
1093,EXCLUSIVE-India considers relief for exporters hit by Ukraine crisis-sources,0
955,"India's new COVID-19 cases jump 57% in a day to 90,928",0
1326,"BRIEF-Microsoft to collaborate with Amazon ""to help Alexa and Cortana talk to each other""",1
624,"India's new COVID-19 cases jump 57% in a day to 90,928",0
55,REFILE-U.S. FTC to review Microsoft deal for Activision - Bloomberg News,1
1465,"Microsoft takes on Oracle, opening up database software to Linux",1
1111,India to target children for COVID-19 vaccine from October - sources,0
1413,REFILE-Microsoft to shut MSN China portal on June 7,1
307,Ransom-seeking hackers are taking advantage of Microsoft flaw -expert,1
826,"India's oil imports from U.S. to rise, amid criticism for Russian purchases",0
1771,UPDATE 2-Microsoft infringes Motorola Mobility patents-ITC judge,1
124,India says it accidentally fired missile into Pakistan,0
699,Toxic gas kills six in India after illegal chemical dump,0
914,India cuts import taxes on vegetable oils to calm prices,0
69,UPDATE 8-Microsoft to gobble up Activision in $69 billion metaverse bet,1
1298,"BRIEF-Third Point Dissolves In Microsoft, Paypal and Godaddy",1
464,"India's power demand growth slows in November, helping ease coal shortage",0
61,UPDATE 1-Microsoft eyeing deal to buy cybersecurity firm Mandiant -Bloomberg,1
3,Microsoft beats quarterly revenue estimates,1
499,Ericsson to buy Microsoft IPTV business,1
996,Amazon asks India antitrust body to revoke Reliance-Future deal approval,0
458,Microsoft and Yahoo amend search deal,1
93,Microsoft to take site-by-site approach to U.S. office reopening,1
748,India tells China border troop pullback needed for better ties,0
1793,UPDATE 3-Microsoft sales and profit beat estimates on cloud growth,1
100,"Microsoft joins Google, Amazon, others in canceling in-person presence at CES",1
625,Microsoft to unveil big management reorganization Thursday: report,1
1268,Microsoft's stock market value catches up with Apple,1
1068,Microsoft says UK staying in EU important for investment,1
1090,India reports first death linked to Omicron coronavirus variant,0
942,"Microsoft springs hologram surprise, but long way to reality",1
799,India's SII promises 40 million more AstraZeneca doses to COVAX this year,0
684,Salesforce shares spike on report of Microsoft evaluating bid,1
1527,Microsoft's artificial intelligence 'chatbot' messes up again on Twitter,1
105,India to focus on fiscal consolidation and capital spending - adviser,0
1703,"UPDATE 1-Microsoft awards hacking expert, repairs browser bug",1
1184,India cuts import taxes on vegetable oils to calm prices,0
1079,"Microsoft awards hacking expert, repairs browser bug",1
1542,Microsoft CEO visiting China as anti-trust probe nears third year,1
1052,India asks for more multi-lateral funding for future pandemics,0
212,"UPDATE 2-Microsoft says group behind SolarWinds hack now targeting government agencies, NGOs",1
1043,Microsoft offers ValueAct president seat on board,1
333,"Harris to meet with Microsoft, Etsy, AirBnB, Gap, others on Biden agenda -White House",1
208,India urges ceasefire in Ukrainian city to evacuate students,0
1047,Microsoft goes mainstream to win phone share,1
484,"India antitrust probe finds Google abused Android dominance, report shows",0
1011,Bill Gates steps down from Microsoft board,1
572,"Microsoft launches messaging system for businesses, takes on Slack",1
742,India in talks to buy 50 million doses of Pfizer vaccine -WSJ,0
369,U.S. and India in talks over timeline for restarting COVID-19 vaccine exports,0
701,India resumes vaccine exports as domestic stocks build up - officials,0
406,Microsoft unveils new Microsoft Band fitness tracker,1
334,"More than 20,000 U.S. organizations compromised through Microsoft flaw - source",1
762,Microsoft partners with Dropbox for online file-sharing,1
159,"EXCLUSIVE-EU regulators set to okay $16 bln Microsoft, Nuance deal, sources say",1
1386,Microsoft names Braverman-Blumenstyk head of Israel development center,1
1424,China anti-trust regulator conducts new raids on Microsoft and partner Accenture,1
