,News,Label
1336,Rare Google misstep hints at tech landscape shift,1
851,German antitrust watchdog investigates Google over data use,1
1719,Court revives Rosetta Stone suit vs Google,1
604,"S.Korea's parliament passes bill to curb Google, Apple commission dominance",1
317,"India's COVID-19 cases rise by 333,533 in last 24 hours - govt",0
650,UPDATE 1-India to study sanctions impact on trade settlement with Russia,0
1087,India's LIC IPO set to be delayed to next fiscal year - Bloomberg News,0
91,Google commits $740 mln to Australia months after threatening pull-out,1
784,Tesla's Musk says 'working through challenges' with India government,0
653,"UK PM Johnson: India has made ""massive commitment"" on decarbonising energy",0
70,"Russia fines Google over content, bigger penalty looms",1
458,India turns to Brazil for soyoil amid Ukraine crisis; exports soar,0
1806,Google introduces new 'Hummingbird' search algorithm,1
499,India's biggest car dealer Popular plans $100 million listing - source,0
391,Japan's Suzuki to invest $1.4 billion for EVs at India factory,0
834,Hyundai suffers backlash in India after Pakistani partner tweets on Kashmir,0
612,India's Dream11 app faces police case after introduction of gaming ban,0
1577,French data watchdog questions Google on privacy,1
840,REFILE-Foreign carmakers interested in Ford plant in India - state minister,0
1563,Google prevails over authors in digital books case,1
1163,California files to join U.S. antitrust lawsuit against Google,1
792,Google loosens its search engine grip on Android devices in Europe,1
761,India's new COVID-19 cases jump to two-month high,0
1572,Google rivals may be quizzed on antitrust offer this week,1
1366,"Google fined $25,000 for impeding FCC investigation",1
938,"BRIEF-Google To Launch The ""Google News Initiative""",1
1627,Carrefour calls on Google for voice boost in battle with Amazon,1
1174,Google calls Justice Department lawsuit 'deeply flawed',1
663,India armed forces head among 13 dead in helicopter crash,0
1248,Google says CFO Patrick Pichette to retire,1
908,India's Future Retail suspends supermarket operations as Reliance plans takeover,0
1077,Google to fund Taiwanese display maker to push Google Glass,1
467,Google’s worst case is U.S. courts copying Europe,1
1053,Google Malaysia service disrupted by hackers,1
1524,Deadline extended for Google to respond to EU's AdSense complaint,1
43,"Three U.S. states, D.C. sue Google over location-tracking",1
1166,Google switches executive's payout from stock to cash,1
707,Google to review adverts for Myanmar military-backed telecoms firm,1
647,UPDATE 1-India's Serum sees 'large' exports as output nearly quadruples,0
42,India's antitrust body orders Google inquiry after news publishers complain,1
267,Russian court rejects Google appeal against 7.2 bln rouble fine - Ifax,1
1090,UPDATE 1-Google to charge smartphone makers for Google Play in Europe,1
1589,"Google fined $25,000 for street data collection",1
541,Trade Desk to counter Google's ad grip with tool for publishers,1
517,"LatAm, U.S. shares in India's oil imports rise; MidEast, Africa down",0
899,"Amazon, Google executives lead U.S. Senate panel antitrust hearing witness list",1
709,India to introduce new battery swapping policy in EV push,0
637,India's cental bank to adjust private bank ownership rules,0
775,"Analysis-Trump’s Truth Social app, self-proclaimed foe of Big Tech, needs Apple and Google to survive",1
1,Google buys London site for $1 billion,1
875,'Off to Canada': India's jobs crisis exasperates its youth,0
924,"India's sugar exports accelerate on global price rally, weak rupee",0
482,Google misled consumers over data collection - Australian watchdog,1
1118,Google launches a YouTube built for gamers,1
1766,Google expands nascent ride-sharing service: WSJ,1
438,India 'prepares for the worst' ahead of possible COVID-19 third wave,0
1088,Google Malaysia service disrupted by hackers,1
702,"UPDATE 1-Russia files court cases for fines on annual turnover of Google, Meta",1
679,UPDATE 5-Google AI scientist Bengio resigns after colleagues' firings -email,1
552,"UPDATE 1-India's Omicron cases mild, vaccine boosters not a priority -government",0
410,Column: India looks to Russia to solve the energy crisis Moscow created,0
69,"India's new COVID-19 cases surge to 179,723",0
1494,Google demands movie studios comply with subpoenas,1
78,Musk's Starlink to apply for India licence by end of January,0
66,"India reports 41,965 new COVID-19 cases",0
257,BRIEF-Google Workers In U.S. Won't Return To Office As Expected On Jan. 10 - CNBC,1
116,India's August WPI inflation quickens to 11.39%,0
290,Exclusive-Google deal with French publishers on hold pending antitrust decision - sources,1
86,Google delays mandatory return to office beyond Jan. 10,1
685,"Microsoft and Google openly feuding amid hacks, competition inquiries",1
1516,Google aims to get 'diverse perspectives' into search results,1
1224,BRIEF-Google Says Google Assistant To Be Available In Over 30 Languages By End Of Year,1
1263,Google+ now has 300 million active users,1
661,"EU gives Google 2 months to improve hotel, flight search results",1
55,India's trade deficit in October narrows to $19.9 billion,0
504,German watchdog says Google agrees to remove Showcase from general searches,1
145,"Google security official mocked gay staffer, lawsuit alleges",1
743,India administers lowest number of COVID-19 tests in a month,0
32,Google to launch own processor for upcoming Pixel phones,1
137,Russia to go after Google this month with fine of up to 20% of annual turnover,1
416,India celebrates 1 billion COVID-19 vaccine doses with song and dance,0
587,"Google's voice assistant in new EU antitrust investigation, MLex reports",1
118,How India flipped its vaccine fortunes,0
40,"India antitrust probe finds Google abused Android dominance, report shows",1
1818,"Google CEO loses voice, skips shareholder meeting",1
260,"UPDATE 4-Three U.S. states, D.C. sue Google over location-tracking",1
485,"Israel picks Amazon's AWS, Google for flagship cloud project",1
152,Russian TV channel ends talks with Google over YouTube block,1
1601,"Google CEO says Android important, not critical",1
446,India's microfinance sector hit as defaults surge in pandemic,0
1666,Google investigated in Italy over tax issues: prosecutors,1
1037,EXCLUSIVE-Civil rights groups demand Google remove Trump's YouTube channel,1
110,Oracle partners with India's Airtel in boost for cloud business,0
631,Modi hails India's 10 million COVID vaccine doses in a single day,0
778,India's gold output could rise multifold if hurdles removed - WGC,0
950,Google says looks forward to defending self in court,1
130,"Google, YouTube slapped with $26 million verdict in video-sharing patent fight",1
936,Google investigates ethical AI team member over handling of sensitive data,1
370,"UPDATE 4-Google near settlement of French antitrust case, WSJ says",1
605,India's antitrust body orders Google inquiry after news publishers complain,0
345,"Amazon, Google face formal fake review inquiry in Britain",1
499,Google parent Alphabet beats quarterly revenue estimates,1
937,India's June fuel demand recovers as lockdowns ease,0
667,Google payments chief quits after 15 years at company,1
399,Google likely to soon face antitrust claims over Play store from U.S. states - sources,1
623,UPDATE 2-Canada still plans digital services tax; Google disappointed,1
409,India approves Sputnik Light COVID shot for unvaccinated - local manufacturer,0
1086,Google defends change to privacy policies,1
383,Judge in Texas lawsuit against Google refuses to move case to California,1
1190,BRIEF-Estee Lauder announces collaboration with Google,1
1023,Merck drug less effective against moderate COVID - India regulatory source,0
155,Britain and Europe investigate Google and Facebook's ad services deal,1
1694,Portugal media demands Google pays for news,1
1692,Deadline extended for Google to respond to EU's AdSense complaint,1
629,Sidewalk Labs CEO battles deadly disease; Alphabet folds unit into Google,1
75,Google suing India antitrust watchdog for investigation report leak,1
357,Electrolyser supply crunch hangs over India's hydrogen ambitions,0
1059,India re-appoints Das as RBI governor for a further three years,0
1371,Robinhood appoints former Google executive as first chief product officer,1
72,"India antitrust probe finds Google abused Android dominance, report shows",1
1454,UK lawmakers find Google misleading on tax,1
881,"India reports 40,120 new COVID-19 cases in last 24 hours",0
568,"Russia says Meta, Google should be held accountable for 'inciting war' -Ifax",1
1626,"Analysis: Amazon, Google on collision course in 2013",1
1353,Google aims to get 'diverse perspectives' into search results,1
50,India revokes patent for PepsiCo's Lay's potatoes,0
418,U.S. judge dismisses advertisers' antitrust claims against Google,1
879,"India's textile industry revs up, giving hope on jobs for PM Modi",0
613,U.S. Supreme Court spurns Google bid to avoid shareholder lawsuit,1
957,REFILE-UPDATE 2-Australia's Seven West Media strikes deal with Google for news,1
629,"India reports 46,164 new COVID-19 cases in last 24 hours",0
209,"Chip shortage pushes Reliance, Google to delay India smartphone launch",1
687,UPDATE 5-Google AI scientist Bengio resigns after colleagues' firings -email,1
84,Google says it offers more than $10 bln in consumer benefits in S.Korea,1
1150,UPDATE 4-California files to join U.S. antitrust lawsuit against Google,1
461,Shopee dips toe in India e-commerce market with seller recruitment campaign,0
120,India Insight: Silicon Valley-style success bites,0
533,India's new COVID-19 cases jump to two-month high,0
433,"Moscow, Delhi sign deal to produce Kalashnikov assault rifles in India",0
1021,Google to unify privacy policy across products - Google blog,1
319,U.S. Justice Department says Google depositions should be in person,1
476,Verizon signs up Google Cloud to automate factories,1
398,Google appeals court order to unblock YouTube account of sanctioned businessman,1
1235,U.S. judge overseeing Google case will sell mutual funds holding Alphabet stock,1
1015,India says no report of its students being held hostage in Ukraine,0
1507,GoPro to sell camera system equipped with Google technology,1
63,Amazon investigating kickback allegation at India unit - source,0
670,India likely to allow export of Sputnik Light COVID shot this month - sources,0
1533,U.S. states prepare second antitrust lawsuit against Google for December,1
575,Electrolyser supply crunch hangs over India's hydrogen ambitions,0
87,India's September vehicle sales hit by chip shortage,0
194,India's Reliance Jio to launch Google smartphone for about $87,1
750,India's February WPI inflation accelerates to 13.11% y/y,0
1175,Civil rights groups urge Google to share data on geofence warrants,1
807,"UPDATE 5-Google parent Alphabet reaches record quarterly revenue, profit in ad boom",1
467,India's top refiner plans thousands of electric car charging stations,0
301,India celebrates 1 billion COVID-19 vaccine doses with song and dance,0
232,Google takes legal action over Germany's expanded hate-speech law,1
1781,S.Korea probes Google for anti-competitive behaviour-Yonhap,1
1351,Google keeps EU regulator waiting on concessions,1
250,France fines Google 500 million euros over copyright row,1
1295,Google's EU showdown offers openings to competitors,1
1322,GoPro to sell camera system equipped with Google technology,1
877,Floundering private sales of vaccines in India deal blow to Russia's Sputnik V,0
323,UPDATE 1-Google to buy more office space in NYC as big tech swoops down on real estate,1
920,Facebook critics call for release of India human rights review,0
695,Pope Francis agrees to make first papal visit to India since 1999,0
395,Google appeals court order to unblock YouTube account of sanctioned businessman,1
521,UN plans to drastically expand plastic waste management in India,0
1008,India reports first death linked to Omicron coronavirus variant,0
437,U.S. antitrust senators query Google over testimony meddling concerns,1
597,Google loses court fight against $2.8-billion EU antitrust decision,1
190,Google reports soaring attrition among Black women,1
569,EXCLUSIVE-Google seeking to settle EU antitrust probe into adtech - source,1
1741,"Google misses revenue target, ad prices slide",1
720,"UPDATE 4-Google's voice assistant in new EU antitrust investigation, MLex reports",1
129,"India reports 42,909 new COVID-19 infections",0
373,India's microfinance sector hit as defaults surge in pandemic,0
751,India's 'captive' coal mines to be allowed to sell 50% output,0
642,"India antitrust probe finds Google abused Android dominance, report shows",0
414,"India's Omicron cases mild, vaccine boosters not a priority -government",0
1482,Google to meet French regulator on privacy policy,1
1079,Google to enforce Play store tax on the 3% of apps not paying,1
181,"India records 41,195 new coronavirus cases",0
960,All-women news organisation in rural India elated at Oscar nod,0
1063,"Crop sowing lags in India on scanty rains, raises concerns over yields",0
598,India police to question Amazon executives in probe over marijuana smuggling,0
1063,"Google reaches out to the ""next billion""",1
573,India to push for patent waiver for COVID-19 vaccines at WTO,0
913,India defers plans to hike tax rates on textiles - finance minister,0
527,"India's Jet Airways in talks with Boeing, Airbus for $12 billion order - BloombergQuint",0
1081,EA partners with Google for games on Stadia,1
1606,BRIEF-MobileIron And Google Cloud To Collaborate On Cloud Services,1
770,"GM, Google, others join retreat from CES over rising COVID-19 cases",1
610,India's Zee appeals in case by investors demanding shareholder meet,0
30,Tata appoints N Chandrasekaran as Air India chairman,0
869,UPDATE 1-Google-backed Planet Labs to go public in $2.8 bln SPAC deal,1
231,Google expands India cloud services with new infrastructure push,1
1084,India's Dec WPI inflation at 13.56% as firms fight rising costs,0
1654,Google seen best placed for growth as it transitions to mobile,1
1752,Google defeats conservative nonprofit's YouTube censorship appeal,1
1447,Google launches digital payments service in India,1
944,Google investigates ethical AI team member over handling of sensitive data,1
374,UPDATE 1-French anti-trust decision on Google's copyright talks with publishers due in coming days,1
1049,"India proposes mandatory side, curtain airbags in all cars from Oct",0
1477,Microsoft joins Google+ dispute in EU: sources,1
730,Festival demand spurs India's gasoil consumption to above pre-COVID levels,0
998,"India reports 29,616 new COVID-19 cases in last 24 hours",0
524,Google under new EU antitrust investigation - MLex reporter,1
1291,France in talks with Google over tax audit - minister,1
626,"India's services growth slows in Dec, inflation pressures persist",0
242,India's Haldia plans cracker maintenance in August,0
1010,"Veteran of Facebook, Google cases takes plaintiff-side privacy practice to new firm",1
1208,U.S. judge overseeing Google case will sell mutual funds holding Alphabet stock,1
796,Developers to pay lower fees to Google's app store for first $1 mln in revenue,1
955,Previewing Google’s defense in digital ad monopoly litigation,1
752,"UPDATE 5-GM, Google, others join retreat from CES over rising COVID-19 cases",1
978,India announces measures to shore up telecoms sector; respite for Vodafone Idea,0
559,"Russia files court cases for fines on annual turnover of Google, Meta",1
227,Google expands India cloud services with new infrastructure push,1
557,India PM Modi says economy getting boost from rising vaccinations,0
1060,Google's past projections revealed at trial,1
753,"Israel signs cloud services deal with Amazon, Google",1
1777,"BRIEF-Google, Opera extend desktop search agreement",1
326,"FACTBOX-India's 10 biggest ever IPOs, led by Paytm",0
369,French anti-trust decision on Google's copyright talks with publishers due in coming days,1
853,Games-India withdraw hockey teams from Commonwealth Games in Birmingham,0
194,India Insight: Narendra Modi’s sale of the century,0
1157,CORRECTED-UPDATE 3-Google sales top estimates on ad surge; Alphabet plans $50 billion buyback,1
1283,Google's hotel moves worry travel sector,1
744,India administers lowest number of COVID-19 tests in a month,0
520,"India, Australia eye closer security ties as 9/11 anniversary marked",0
584,Floundering private sales of vaccines in India deal blow to Russia's Sputnik V,0
496,India police charge Amazon execs in alleged marijuana smuggling case,0
947,India's Dream11 app faces police case after introduction of gaming ban,0
676,EXCLUSIVE-Google’s privacy push draws U.S. antitrust scrutiny - sources,1
1455,Google at odds with U.S. over protective order for firms tied to lawsuit,1
1112,Google not biased against conservatives -exec,1
1573,Google charts a careful course through Asia's maps,1
480,Coal India ramps up supplies to address shortage at utilities,0
1541,Trimble Navigation to buy SketchUp from Google,1
624,Putin's foes accuse Google and Apple of caving to Kremlin pressure,1
258,Eighteen killed in India as truck slams into overcrowded bus,0
1390,Google's latest iPhone rival off to a rocky start,1
1294,Exclusive: China preparing an antitrust investigation into Google - sources,1
616,"S.Korea parliament committee votes to curb Google, Apple commission dominance",1
1755,Turkey's competition board opens investigation into Google,1
1091,"India's palm campaign has hard row to hoe with water, seedlings scarce",0
843,UPDATE 1-Qatar Energy says it is committed to being trusted supplier to India,0
1070,Google to unveil tablet at conference-report,1
476,UK very disappointed with India's stance on Ukraine - trade minister,0
646,"India reports 27,254 new COVID-19 cases, 219 deaths",0
1740,"Google, Sanofi team up to improve diabetes care",1
343,India MRPL seeks to replace ADNOC oil with Saudi grade in Mangalore SPR,0
314,India's monsoon to withdraw from Oct. 6 after Sept downpour,0
248,TIMELINE-Air India returns to Tatas' hangar as group wins bid,0
863,Russia holds off slowing down Google and Facebook - agencies,1
1012,Google signs copyright agreement with six French newspapers,1
1502,Google starts selling corporate videoconferencing product,1
1041,TIMELINE-Google's antitrust cases in Europe,1
822,"India signs deals to export 500,000 T wheat, as global prices surge",0
965,India's December industrial output growth slows to 0.4% y/y,0
723,India's antitrust watchdog orders probe into Google in smart TVs suit,1
517,UPDATE 2-German cartel office steps up examination of Google products,1
759,"U.S. senator presses Amazon, Google on Matter smart-home effort",1
175,"Google announces Pixel 6 phone with new chip, subscription service",1
1099,"UPDATE 1-Genius Media, The Nation sue Google in advertising antitrust lawsuit",1
946,EXCLUSIVE-Google's $76 mln deal with French publishers leaves many outlets infuriated,1
745,Britain and India aim to finalise FTA agreement by year-end,0
177,Telenor and Google Cloud partner up to digitalise telecom operations,1
382,Achieved? Google executives' appraisals sought in U.S. antitrust case,1
208,India urges ceasefire in Ukrainian city to evacuate students,0
829,"Market power of Siri, Alexa, Google a concern, EU regulators say",1
783,India police charge Amazon execs in alleged marijuana smuggling case,0
733,Australia's Seven West Media strikes partnership with Google,1
964,Google removes some lending apps in India to protect consumers,1
1772,Microsoft hires ex-FTC Google expert as lobbyist,1
949,India re-appoints Das as RBI governor for a further three years,0
1816,Google and Spain wrestle over EU privacy law,1
878,"Analysis: For Google, plenty of cash with nowhere to go",1
776,India accuses China's Huawei of tax evasion - government source,0
246,"Google CEO sought to keep Incognito mode issues out of spotlight, lawsuit alleges",1
422,Google antitrust boogeyman is lurking in the wings,1
1802,BRIEF-Leonteq Announces Collaboration With Google Cloud,1
264,"India's daily COVID-19 infections rise by 38,079",0
565,Factbox-State of play of India's healthcare sector exposed by COVID-19,0
23,India to study sanctions impact for a payment mechanism with Russia,0
805,UPDATE 1-Mercedes-Benz to assemble flagship electric sedan in India,0
1474,"Google launches new email service dubbed ""Inbox""",1
895,"France embraces Google, Microsoft in quest to safeguard sensitive data",1
1602,Canada's competition watchdog challenges Google's search dominance,1
396,Google temporarily disables Google Maps live traffic data in Ukraine,1
112,"UPDATE 1-YouTube, Google Play suspend payment-based services in Russia",1
442,Israel's digital wallets to expand as Google Pay launches,1
155,India's Reserve Bank bans Mastercard from issuing new cards in India,0
1038,"Bye bye Google, hello Alphabet",1
494,India central bank sees need for continued policy support -minutes,0
415,India's wheat exports set to surge amid Black Sea supply uncertainty,0
1562,Russian watchdog imposes $6.8 million fine on Google,1
505,"Reliance, Ola Electric, Mahindra bid for incentives under India's battery scheme",0
975,Google removes some lending apps in India to protect consumers,1
1727,Google UK sales hit $5.6 bln in 2013,1
1000,Google revamps U.S. search,1
445,"Blocking Google class action would deny justice, UK court told",1
473,UPDATE 2-Italy fines Google for excluding Enel e-car app from Android Auto,1
6,Russia fines Google again over banned content,1
800,"India merger of Sony, Zee to create TV powerhouse challenging Disney",0
766,UPDATE 2-India accuses China's Huawei of tax evasion - government source,0
1655,Yahoo and Facebook shares outperform Google in Frankfurt,1
1257,Google offers to settle EU antitrust probe,1
795,"India revamps incentives for autos to boost EVs, hydrogen fuel cells -sources",0
129,FACTBOX-Australian regulator aims to rein in Google's advertising power,1
47,India reports outbreak of H5N1 bird flu - OIE,0
1452,French regulator orders Google to review ads policies,1
1470,Lawmakers press Google on privacy policy changes,1
78,Google shows faith in office with $1 billion London deal,1
1633,Google says CFO Patrick Pichette to retire,1
1055,"Bye bye Google, hello Alphabet",1
1176,"Cricket, coronavirus and Dalgona coffee in India's 2020 searches - Google",1
1290,Google unveils services promoting free expression,1
1817,Google to acquire Nest for $3.2 billion in cash,1
1444,"UPDATE 1-Cisco, Google sign patent agreement",1
1052,India says government panel looking into new Delta subvariant,0
1504,Google app store policy raises privacy concerns,1
618,Google in EU crosshairs again with advertising antitrust inquiry,1
506,India's top steelmakers seek federal funds to cut carbon emissions,0
330,EXCLUSIVE-Google drops engineering residency after protests over 'inequities',1
90,Jury finds for Google against digital picture-frame patent claims,1
814,"India's Jet Airways in talks with Boeing, Airbus for $12 billion order - BloombergQuint",0
1320,German publishers' battle with Google over content escalates,1
215,India cenbank surprises by holding both rates steady,0
608,"UPDATE 3-South Korea set to curb Google, Apple commission dominance",1
1576,Google shares may extend their climb: Barron's,1
334,Coal India auction to non-power sector up sharply,0
656,India's top steelmakers seek federal funds to cut carbon emissions,0
779,"Google/Oracle doesn't affect Warhol fair-use ruling, 2nd Circ says",1
1663,Google unveils big changes to shopping business,1
1240,U.S. judge overseeing Google case will sell mutual funds holding Alphabet stock,1
803,EXCLUSIVE-Bayer revives plan to introduce new GM cotton seeds in India,0
455,Daily Mail owner sues Google for monopoly over ad business,1
491,"Coronavirus impact worsens India's educational divide, U.N. agency says",0
780,"Israel signs cloud services deal with Amazon, Google",1
789,Exclusive: Google pledges changes to research oversight after internal revolt,1
175,India urges ceasefire in Ukrainian city to evacuate students,0
1233,Google demands movie studios comply with subpoenas,1
984,"In India, Tamil Nadu eyes coal power reboot despite local fears",0
435,India's Feb sunoil imports fall as war disrupts shipments-dealers,0
683,Google says 'not up to us' to dictate how news companies spend its $1 bln,1
1024,"BRIEF-Google Says Introducing Google One, A Plan For Expanded Storage",1
202,Google expands in Brazil seeking to improve areas of privacy and security,1
682,"India reports 27,254 new COVID-19 cases, 219 deaths",0
1718,Google searches for right note in online music business,1
481,"Google translation AI botches legal terms 'enjoin,' 'garnish' -research",1
888,EXCLUSIVE-Google's adtech business set to face formal EU probe by year-end -sources,1
510,'Consumers aren't stupid': Google lawyer rejects EU market abuse ruling,1
1000,India to announce scheduled international flights resumption 'in due course',0
356,Japan's Suzuki to invest $1.4 billion for EVs at India factory,0
485,India's Feb sunoil imports fall as war disrupts shipments-dealers,0
478,Google misled consumers over data collection - Australian watchdog,1
502,Google's more than decade long EU antitrust battle,1
951,REFILE-EXCLUSIVE-Google's $76 mln deal with French publishers leaves many outlets infuriated,1
1669,BlackBerry working with Google to secure Android devices,1
165,"Australia challenges Google's ad dominance, calls for data-use rules",1
1004,Some lending apps thrive on India's Google Play despite policy violations,1
1457,Google redesigns iconic logo for the fifth time,1
275,Russian TV channel to seek Google fines abroad after U.S. giant loses appeal,1
1032,Google disputes FCC claims of obstruction,1
1561,NIMH director to leave for Google Life Sciences,1
1003,"Google, Apple executives to testify in app store hearing on Wednesday",1
1409,Russian watchdog says Google violating competition law,1
419,Google wins cloud deal from SpaceX for Starlink internet service,1
1241,Brazil investigates Google over antitrust charges,1
511,"India's output, exports of Russia's Sputnik vaccine at risk due to Ukraine crisis",0
641,India approves investments worth $1.79 billion from its neighbours,0
1119,Russia fines Google for failing to remove content from search engine - Ifax,1
747,"Epic Games chief to speak in S.Korea as Google, Apple face app store challenge",1
783,"ANALYSIS-Trump’s Truth Social app, self-proclaimed foe of Big Tech, needs Apple and Google to survive",1
1013,"REFILE-UPDATE 1-Ford, Google join hands to offer cloud-based data services",1
660,Singapore hopes India ban on Sea's game can be resolved quickly,0
1773,Former lawmaker named Google's top Washington lobbyist,1
1372,Google unveils first 10-inch Nexus tablet,1
349,"India, Russia strike trade, arms deals during Putin visit",0
1027,India planning financial support for setting up hydrogen manufacturing plants,0
848,Google workers to form global union alliance,1
1664,Google bans Zoom software from employee laptops,1
471,India's June WPI inflation eases to 12.07%: government,0
539,Electrolyser supply crunch hangs over India's hydrogen ambitions,0
675,"India's power demand growth slows in November, helping ease coal shortage",0
16,"India reports 30,773 coronavirus cases",0
1341,Google settles with publishers over digital books,1
1622,Italian tax police probe Google Italy again,1
247,BRIEF-Google Workers In U.S. Won't Return To Office As Expected On Jan. 10 - CNBC,1
422,India invites bids to set up gas sales network,0
424,Italy's Serie A seals deal with Google against online piracy apps,1
1551,Google says it has China's approval for Motorola deal,1
26,"India's daily COVID-19 cases rise by 194,720",0
196,Growth in India's services activity picked up in Feb,0
1519,"Google's Chrome, Android systems to stay separate",1
575,"Google's voice assistant in new EU antitrust investigation, MLex reports",1
70,India reports outbreak of H5N1 bird flu - OIE,0
184,EXPLAINER-Amazon's battle with Reliance for India retail supremacy,0
1109,EU warms to Google antitrust concessions,1
1349,EU's Almunia sets deadline for Google antitrust plan,1
1178,Google to launch online storage service for consumers -source,1
1804,Breakingviews - Google CEO move is solution in search of a problem,1
262,"India shares gain on energy, banking boost",0
764,"Australian regulator allows radio station body to negotiate content deal with Facebook, Google",1
1418,Oracle suffers major setback in Google case,1
763,"CORRECTED-Dutch foundation seeks consumer damages over Apple, Google app payments",1
408,Coal India auction to non-power sector up sharply,0
1182,Google to add App Store privacy labels to its iOS apps as soon as this week,1
662,"U.S. lawmakers introduce bill to rein in Apple, Google app stores",1
1459,Google's Schmidt to sell roughly 42 percent of stake,1
1223,Google to launch its app store in China: The Information,1
37,"Google cannot escape location privacy lawsuit in Arizona, judge rules",1
117,India stuck with COVID-19 vaccines it can't export,0
871,India accuses China's Huawei of tax evasion - government source,0
1505,Australian court rules Google liable for misleading ads,1
401,Google likely to soon face antitrust claims over Play store from U.S. states - sources,1
839,India's Ather targets 1 million electric scooters a year as demand soars,0
979,"India's Serum Institute to boost vaccine exports gradually, report says",0
841,"Elon Musk's Neuralink raises over $200 million from Google Ventures, others",1
390,UPDATE 2-Russia gives Google 24 hours to delete banned content,1
172,"Russian, Belarusian hackers target Ukraine in phishing, Google says",1
627,Google's YouTube TV reaches deal to restore access to Disney channels,1
738,"India reports first Omicron cases, no plan to authorise boosters",0
1337,Google eyes gaming with 'Yeti' streaming service: report,1
1064,India's inflation likely remained steady at 5.60% in August - Reuters poll,0
1207,Google eyes gaming with 'Yeti' streaming service - report,1
748,"UPDATE 3-S.Korea's parliament passes bill to curb Google, Apple commission dominance",1
1030,Google confirms ITA software glitch affecting websites of U.S. airlines,1
1621,"Google jumps gun on results, revenue soft",1
331,U.S. Justice Dept says Google depositions should be in person,1
1205,Google offers new features to local search ads,1
726,"UPDATE 1-S.Korea lawmaker says Apple, Google not doing enough to comply with app store law",1
400,Vodafone teams up with Google Cloud on data analytics,1
1464,Russia opens case against Google for not deleting banned content -TASS,1
1246,Google CEO met with FTC officials: Bloomberg,1
337,UPDATE 1-Google delays office return until January as COVID-19 worries linger,1
1406,Google scraps plan to block porn on Blogger,1
1055,India says consensus over COP26 climate deal remains 'elusive',0
1094,Google's stock split raises questions,1
459,Epic’s disclosures in sealing dispute leave Google bristling,1
224,Court panel weighs Google bid to move advertising antitrust cases,1
168,U.S. trade agency finds Google infringed five Sonos patents,1
1244,EU's Almunia tells Google to improve antitrust offer,1
1126,Google launches a YouTube built for gamers,1
1603,Canada's competition watchdog challenges Google's search dominance,1
