,News,Label
1078,Google nears settlement of French antitrust case -Wall Street Journal,1
909,"US STOCKS-S&P 500, Nasdaq hit record high on upbeat Alphabet earnings, GDP data",1
1044,Flu vaccine demand takes off in India as pandemic raises awareness,0
1302,"YouTube, Google Play suspend payment-based services in Russia",1
2102,Google rolls out new addition to 'Mute This Ad' feature,1
33,"India reports 30,941 new COVID-19 cases",0
1404,Sky News Australia says suspended from YouTube for one week,1
5,India gets bids for sale of loss-making Air India,0
1097,India cenbank allows HDFC Bank to issue new credit cards - source,0
513,UPDATE 1-U.S. judge overseeing Google case will sell mutual funds holding Alphabet stock,1
628,Games-India unlikely to field cricket teams in Hangzhou Asiad,0
451,Alphabet still facing questions over data use in its Toronto smart city project proposal,1
1213,UPDATE 1-Activists urge Google to break up before regulators force it to,1
230,"Alphabet Inc's Google launches Google TV, new Chromecast",1
1387,U.S. judicial panel moves Texas lawsuit against Google to New York,1
683,"BRIEF-Third Point cuts share stake in Facebook, JPMorgan, ups in Alphabet",1
651,Alphabet's Sidewalk Labs cancels Toronto 'smart city' project,1
2074,Wall Street queries Google ad changes after rare revenue miss,1
595,"CORRECTED-Dan Loeb's Third Point adds 700,000 shares of Alphabet -filing",1
1953,WhatsApp wins approval to double payments offering to 40 million users in India - source,1
475,"US STOCKS-S&P 500, Dow end up for 3rd day as Alphabet jumps, volatility eases",1
474,"India's COVID-19 cases rise by 333,533 in last 24 hours - govt",0
411,EXCLUSIVE-Singapore flags concern to India over ban on Sea's game -sources,0
1681,"AI navigation startup Phiar lands ex-Google manager, funding from Telenav",1
1535,Investors eye Big Tech as stock market wobbles,1
311,India's Feb oil imports surge as refiners boost runs,0
71,India indicates readiness to release more oil reserves,0
37,India formalises acquisition of 56 Airbus C295 aircraft,0
140,India's monsoon rains forecast to be above average in September,0
1164,"Exclusive-Google blocks RT, Sputnik from Play app store in Europe",1
1072,"Google announces Pixel 6 phone with new chip, subscription service",1
1090,Russia fines Google for not deleting banned content,1
1091,Russia tells Google to restrict ads it says contain inaccurate information on casualties,1
859,"India's interests come before vaccine exports, says health ministry",0
906,US STOCKS-Amazon and Alphabet push S&P 500 closer to record high,1
2044,Canada says reiterated to U.S. that it plans a digital services tax - minister,1
988,India cenbank seen holding repo rate steady and raising reverse repo,0
964,FOCUS-Robotaxi race opens up as top contender Waymo in low gear in Arizona,1
1429,Google to pay up to $200 mln to FTC on YouTube probe - Politico,1
1875,Social media users could disable algorithms in new U.S. proposal,1
11,India’s Russian romance will be hard to stifle,0
436,India's Feb sunoil imports fall as war disrupts shipments-dealers,0
640,"Facebook, Amazon and Alphabet take center stage on Wall Street",1
1734,YouTube blocks all anti-vaccine content,1
640,"India detects seven more Omicron cases, making 12 in all",0
218,India seen boosting budget spending on infrastructure,0
781,Google tells court 'staggering' $5 billion EU antitrust fine flawed,1
1036,Putin spoke by phone with India's Modi -TASS cites Kremlin,0
887,"US STOCKS-Wall St sinks as Amazon, Alphabet earnings spark growth concerns",1
1845,"UPDATE 1-Google to invest $1 bln in CME Group, agrees cloud computing deal",1
385,"Factbox: New Alphabet chief started at Google, made name with Android",1
345,Earthquake of magnitude 5.6 strikes Myanmar-India border region – EMSC,0
1960,France's Thales partners with Google on secure cloud services,1
1478,Google staff demand exec step aside after ethicist's firing - document,1
2172,UPDATE 1-Google and Box partner on document storage in the cloud,1
860,Japan's Osaka Gas enters India's urban gas distribution market,0
1914,"UPDATE 2-U.S. congressman presses Facebook, Amazon on efforts to curb vaccine misinformation",1
560,"Facebook, Google defend advertising deal investigated by EU, UK watchdogs",1
444,India to invest $1.61 billion to link more green energy projects to grid,0
1122,India launches drive to vaccinate children before a feared Omicron surge,0
377,Alphabet's Sidewalk Labs secures conditional nod for Toronto smart city,1
1283,Google to give additional staff bonus this year,1
1061,"UPDATE 3-Google to invest $7 bln in U.S. offices, data centers this year",1
1680,States rally around proposed U.S. laws to rein in Big Tech,1
1223,REFILE-US STOCKS-S&P 500 ends little changed as Powell says Fed still a ways away from rate hikes,1
1346,Motorsport Games warns of impact from Russia sanctions,1
81,"India, Britain launch free trade agreement talks",0
2191,Google invests $1 billion to ease housing shortage near California headquarters,1
185,Google-owner Alphabet's shares fall on rise in costs,1
1989,Big Tech critics ask Raimondo for meeting after critique of European proposals,1
261,U.S. Vice President Harris welcomes India's resuming COVID exports,0
605,Alphabet and Amazon wind up stellar quarter for big tech,1
1103,India's HPCL to raise Iraqi oil imports by 45% in 2022 -sources,0
1124,Meta's miss creates Big Tech divide: who's got the data,1
508,BRIEF-Alphabet Inc quarterly results press release,1
880,India's gasoline demand seen hitting record as COVID curbs ease,0
44,Alphabet's Wing project will unveil new drone delivery model in Texas,1
627,BRIEF-Northstar asks Alphabet Shareholders to vote for Recapitalization Plan proposal,1
1891,Russia says Twitter mobile slowdown to remain until all banned content is removed,1
1059,Breakingviews - Big Tech’s data virtue-signalling has casualties,1
259,"India will not surprise market on borrowing, says govt official",0
166,"Hindu group urges India to regulate platforms, cryptocurrency",0
549,Scientists invent new letters for the alphabet of life,1
1004,"Google translation AI botches legal terms 'enjoin,' 'garnish' -research",1
1641,UPDATE 1-Australia raises possibility of more legislation on tech giants with new inquiry,1
1189,Former Google CEO Eric Schmidt to step down from board,1
1054,"With flowers and salutes, last respects paid to India's defence chief",0
149,CEO of Alphabet Inc's Nest unit steps down,1
155,Alphabet's drone delivery service takes off in Australia,1
209,Alphabet's Google moves to upgrade app store,1
496,"India's power demand growth slows in November, helping ease coal shortage",0
80,India says it detects two cases of Omicron variant,0
1935,"Russia fines Google over content, bigger penalty looms",1
1796,"Users should be allowed to sue U.S. tech giants under EU rules, civil groups say",1
1638,Corporate America unloads on Biden's newly active business watchdogs,1
1406,Lawsuit against Google over 'Googles' trademark is revived - U.S. appeals court,1
1388,UPDATE 2-U.S. judicial panel moves Texas lawsuit against Google to New York,1
1972,U.S. Senate panel to debate app store reform bill,1
512,"India's output, exports of Russia's Sputnik vaccine at risk due to Ukraine crisis",0
1094,"Twitter reinstates accounts of India's Rahul Gandhi, other opposition leaders",0
795,"India revamps incentives for autos to boost EVs, hydrogen fuel cells -sources",0
1586,French government to appeal pro-Google court tax ruling,1
1912,UPDATE 1-Sorrell's S4 Capital raises annual profit outlook for a third time,1
1785,Mercedes-Benz teams up with Luminar on self-driving tech,1
2012,UPDATE 1-UK watchdog launches music streaming investigation,1
401,"India reports 46,164 new COVID-19 cases in last 24 hours",0
271,Scatec and ACME put $400 million India solar development on hold,0
1064,"UK watchdog looking into Apple, Google mobile ecosystems",1
1100,"India reports 54,069 new COVID-19 cases",0
233,"India reports 43,509 new COVID-19 infections",0
1130,"UPDATE 1-Google, Meta dominate as digital propels global advertising growth -forecasts",1
2222,Mapping startup Mapbox hires head of product from Google,1
333,Alphabet misses Wall Street revenue estimates; shares fall,1
72,"UPDATE 2-GM's Cruise, Alphabet's Waymo win permits to offer self-driving rides to passengers in California",1
1529,Google hires former Samsung exec to coordinate Internet of Things projects,1
432,India to push for patent waiver for COVID-19 vaccines at WTO,0
567,Alphabet’s Sundar Pichai and European Commission’s Ursula von der Leyen join Reuters Next agenda,1
1028,The climate revolution is underhyped,1
2118,Software testing firm BrowserStack joins unicorn club after $200 million funding round,1
21,India's gender inequity in vaccinations narrows,0
947,UPDATE 1-Watchdog says Google offers to exclude Showcase from general searches in Germany,1
1220,Breakingviews - Google CEO move is solution in search of a problem,1
1770,Nikkei tracks Wall Street higher amid earnings optimism,1
790,Foxconn India's iPhone plant restarts production after Dec protests,0
75,Alphabet's Waymo partners with Google Maps to offer autonomous rides,1
527,Tesla executive Schwall joins Alphabet's Waymo,1
268,Alphabet board probes company's handling of sexual misconduct allegations,1
1844,"UPDATE 1-Spain adopts EU copyright law, paving way for Google News to return",1
1374,Samsung unveils new smartwatch interface,1
517,"LatAm, U.S. shares in India's oil imports rise; MidEast, Africa down",0
1166,YouTube blocks Russian state-funded media channels globally,1
64,"US STOCKS-Wall St poised for fourth straight gain on Alphabet, AMD results",1
1071,"US STOCKS SNAPSHOT-S&P 500, Dow open at record peak as investors eye tech earnings",1
1372,US STOCKS-Nasdaq futures tumble as rising yields spark tech rout,1
1963,S.Korea targets Apple over new app store regulation,1
1089,Google plans to allow third party payments systems in S.Korea,1
142,"India, Britain launch free trade agreement talks",0
1029,"Google to pay $3.8 million to settle pay gap, hiring bias claims",1
429,UPDATE 1-Alphabet puts robot-maker Boston Dynamics up for sale-Bloomberg,1
613,Alphabet's CapitalG leads Lyft's $1 billion funding round,1
790,YouTube adds money-making feature to attract creators,1
561,Climate migration predicted to rise in India as extreme weather worsens,0
205,Alphabet's Google moves to upgrade app store,1
1174,"Snap tumbles, drags social media giants on Apple privacy tweak worries",1
30,Tata appoints N Chandrasekaran as Air India chairman,0
676,Tech stocks battered after disappointing Amazon and Alphabet results,1
595,Coal India ramps up supplies to address shortage at utilities,0
623,"UPDATE 1-U.S. senator queries Alphabet, Twitter on ties with Huawei",1
626,"US STOCKS SNAPSHOT-Wall St lower as yields, Alphabet weighs",1
400,"BRIEF-Tiger Global Dissolves Stake In Alphabet, Takes Stake in Twitter",1
1320,Top Apple executives likely to be deposed in U.S. fight with Google,1
873,"BRIEF-Honda, Alphabet's Waymo enter talks on technical collaboration of self-driving automobile technology",1
835,BRIEF-S&P - Alphabet Inc.'s proposed senior unsecured notes are assigned 'AA' issue rating,1
831,From e-bikes to flying cars: India's Ola plots mobility future,0
385,U.S. hopes India will distance itself from Russia after Ukraine invasion,0
1035,"Chevron, Delta Air, Google to measure sustainable aviation fuel emissions data",1
2202,UPDATE 1-U.S. judge says Google request for Microsoft documents is relevant,1
478,"US STOCKS-S&P 500 ends higher as Alphabet jumps, volatility eases",1
1469,Google buys digital marketing company FameBit,1
1040,India's June fuel demand recovers as lockdowns ease,0
583,India to push for patent waiver for COVID-19 vaccines at WTO,0
286,"BRIEF-Tiger global management cuts share stake in Alphabet, Fiat Chrysler",1
757,"Google CEO sought to keep Incognito mode issues out of spotlight, lawsuit alleges",1
832,BRIEF-S&P rates Alphabet's Senior unsecured notes 'AA' issue-level rating,1
208,UPDATE 5-Alphabet sales growth revived as advertisers flock back to Google,1
149,"Review of India's Covaxin shot underway, WHO says",0
1055,"REFILE-India reports 264,202 new coronavirus infections in past 24 hours",0
231,"Shares of Alphabet, the new Google, rise slightly in early trade",1
2103,Google rolls out new addition to 'Mute This Ad' feature,1
2098,"Google shuts down cloud project, says no plan to offer cloud services in China",1
592,BRIEF-Alphabet's Google acquires FameBit platform - company blog post,1
295,UPDATE 3-Alphabet's earnings miss profit estimates as spending grows,1
132,BRIEF-Alphabet appoints Sundar Pichai to its board,1
386,EXCLUSIVE-India presses Qatar for delayed LNG as power crisis mounts -sources,0
1111,FEATURE-India's forest-planting push leaves indigenous women out in the cold,0
1939,Russia demands YouTube restore RT's German-language channel,1
268,India and China to continue dialogue over disputed border,0
877,India's antitrust body orders Google inquiry after news publishers complain,0
41,Facebook rebrand more Altria than Alphabet,1
582,BP's venture capital arm looks to India in clean mobility drive,0
2112,"UPDATE 1-Google's search for non-ad revenue puts spotlight on cloud, Pixel",1
395,"UPDATE 4-Google parent Alphabet profit surges on mobile, video ads",1
20,India's gender inequity in vaccinations narrows,0
267,"Under Pichai, Alphabet's moonshot projects may face more scrutiny",1
1096,"UPDATE 1-U.S., India cracks? Biden says talks on Russia 'unresolved'",0
1216,U.S. trade judge finds Google infringed five Sonos patents,1
886,"US STOCKS-Alphabet, Amazon keep S&P afloat as Middle East tensions persist",1
1501,US STOCKS-Wall St ekes out slim gains after two-day surge,1
1565,Google launches new features to help locate nearest voting locations,1
482,"US STOCKS-Wall St gains ahead of Amazon, Alphabet results; stimulus hopes a boost",1
2060,"In-house counsel on the move: Major shakeups at Tesla, Coca-Cola and Google",1
1379,Ryder will manage Waymo autonomous truck fleets,1
2274,UPDATE 5-Apple closes in on $3 trillion market value,1
334,"India, Russia strike trade, arms deals during Putin visit",0
288,"India reports 30,773 new COVID cases as it seeks to welcome back tourists",0
1821,"Facebook could face hefty fine in Russia over banned content, says regulator",1
598,Honda enters talks with Alphabet's Waymo on self-driving technology,1
328,India expects tech cos will not use encryption as 'excuse'- official says,0
929,"Qualcomm, JMC seek to exit Alphabet-backed New York WiFi project -sources",1
427,Ford wakes up badly burnt from its India dream,0
167,India resumes coronavirus vaccine exports to COVAX,0
2116,New U.S. antitrust sheriff,1
1695,Russian TV channel to seek Google fines abroad after U.S. giant loses appeal,1
1296,Google mandates weekly COVID-19 tests for people entering U.S. offices,1
603,US STOCKS SNAPSHOT-Wall St closes higher with help from Alphabet,1
1980,Apple urges lawmakers say no to app store bill,1
1468,Google appoints VMware co-founder Greene to run cloud business,1
910,Reliance joins calls for India to tighten marketplace rules -sources,0
287,"India's daily COVID-19 cases rise by 247,417, highest since May",0
1272,"Google, Apple remove Navalny app from stores as Russian elections begin",1
326,"FACTBOX-India's 10 biggest ever IPOs, led by Paytm",0
704,"US STOCKS-Dow, S&P 500 rally with energy; Alphabet drops",1
1975,Apple submits plans to allow alternative payment systems in S.Korea - regulator,1
122,Alphabet's Verily announces $1 bln investment round,1
387,U.S. hopes India will distance itself from Russia after Ukraine invasion,0
331,"UPDATE 2-Alphabet beats Wall St estimates, but spending worries investors",1
573,India to push for patent waiver for COVID-19 vaccines at WTO,0
555,EU court to rule on Google's $2.8 billion EU antitrust fine on Nov. 10 - sources,1
667,"India approves $3.5 billion incentive scheme for auto sector, drones",0
413,Alphabet-backed Oscar Health files for IPO as telehealth market booms,1
360,UPDATE 3-Alphabet trounces profit estimates as Google reins in costs,1
849,Japan's Kishida pushes India's Modi for clear response to Ukraine crisis,0
2009,EU to launch probe over use of cloud services by public sector,1
56,India reports outbreak of H5N1 bird flu - OIE,0
299,China expresses serious concerns on India banning Chinese apps,0
109,Reckitt takes steps to calm pricing row in India,0
299,"Alphabet adds to cash pile despite higher costs, antitrust fine",1
1431,"UPDATE 1-Jefferies requiring staff, visitors to offices to be vaccinated",1
2287,"Australia's Seven West Media finalises news content deals with Google, Facebook",1
1938,Russia demands YouTube restore RT's German-language channel,1
447,India PM Modi says economy getting boost from rising vaccinations,0
1527,Google Fiber's video subscriber growth surges 79 percent in 2015,1
1199,"Spain adopts EU copyright law, paving way for Google News to return",1
889,"US STOCKS-Amazon, Alphabet lift S&P and Nasdaq to new record highs",1
724,"""Alphabet soup"" of agencies leave UK exposed to cyber attacks -report",1
5,"Alphabet stock split may trigger retail buying, Dow inclusion",1
1269,Aurora teams with US Xpress to build service around automated trucks,1
660,Singapore hopes India ban on Sea's game can be resolved quickly,0
1369,Russia fines Google again for failing to remove banned content,1
1013,Google Maps to start directing drivers to 'eco-friendly' routes,1
728,"India's oil imports from U.S. to rise, amid criticism for Russian purchases",0
36,REFILE-Alphabet inches closer to $2 trln market value after blowout results,1
706,"US STOCKS-Nasdaq confirms correction as Facebook, Alphabet, Amazon drag",1
592,Coal India starts project to replace diesel with LNG in dumpers,0
1784,Dozens of U.S. states say Apple stifles competition; back 'Fortnite' maker,1
2120,Google: U.S. guidance crucial to development of self-driving cars,1
46,"India to restart COVID vaccine exports to COVAX, neighbours",0
1524,"US STOCKS-Futures edge lower ahead of data, earnings",1
178,Alphabet's drone delivery service takes off in Australia,1
177,Alphabet to deploy balloon Internet in Kenya with Telkom in 2019,1
638,India approves $3.5 billion scheme to boost clean fuel vehicles,0
857,Alphabet's self-driving car unit sues Uber over stolen trade secrets,1
642,"Alphabet, Indonesian companies to expand Web access via balloons",1
261,"UPDATE 1-Fiat Chrysler, Alphabet in technology partnership talks - WSJ",1
949,"UPDATE 3-Google and Facebook 'Jedi Blue' ad deal probed by EU, Britain",1
976,"India antitrust probe finds Google abused Android dominance, report shows",0
822,Latin American oil gains ground in India at Mideast expense - data,0
989,UPDATE 1-German competition authority launches probe into Google's news showcase,1
859,"US STOCKS SNAPSHOT-Wall Street opens mixed; Alphabet weighs on S&P 500, Nasdaq",1
1112,Nokia signs up Google for building cloud-based 5G network,1
884,Why air quality has deteriorated sharply in India's capital,0
1981,Apple urges lawmakers say no to app store bill,1
1637,UPDATE 1-EU lawmakers agree on rules to target big tech- FT,1
479,"India, U.S. to expand farm trade, aim to resolve market access issues",0
116,Alphabet appoints Google CEO Pichai to board,1
1052,U.S. trade agency finds Google infringed five Sonos patents,1
343,"Ad sales surge at Google parent Alphabet, but so do costs",1
115,Alphabet appoints Google CEO Pichai to board,1
422,BRIEF-Google Parent Alphabet And Aramco In Talks To Build Tech Hub In Saudi Arabia - WSJ,1
775,"YouTube floats ideas of verifying NFTs, watching games in metaverse",1
1613,WhatsApp wins approval to double payments offering to 40 mln users in India -source,1
1352,Google U.S. lobbying jumps 27% as lawmakers aim to rein in Big Tech,1
812,Pakistan demands joint probe into 'accidental' India missile fire,0
433,UPDATE 1-Alphabet drops most in 3 yrs after Q1 but analysts upbeat,1
492,India's Serum Institute resumes Covishield vaccine exports under COVAX facility,0
648,"US STOCKS-Wall Street mixed as Alphabet, Microsoft tumble",1
402,UPDATE 3-Alphabet to develop high-tech waterfront site in Toronto,1
743,India administers lowest number of COVID-19 tests in a month,0
