,News,Label
1646,CB Insights raises $10 mln financing from RSTP,1
1550,Small tech best placed to take on Big Brother,1
424,Cisco buying Israel's Leaba Semiconductor for $380 mln -report,1
537,UPDATE 1-India announces first formal meeting with Taliban,0
2055,US STOCKS-Futures little changed after three-week rally,1
938,Welsh Carson-backed Clearwater Analytics valued at over $5 billion in market debut,1
167,Cisco to invest in Israeli venture capital funds,1
135,Companies less wary of personal devices at work-Cisco,1
1117,India probes illegal immigration after tragedy near Canada border,0
2027,U.S. lawmakers offer bill to curb patent lawsuits,1
87,BRIEF-Cisco entered into a 364-day credit agreement,1
1673,Wall St Week Ahead-GameStop frenzy reveals potential for broader market stress,1
263,Blinken to visit India with vaccines and China in focus,0
1764,DIARY-U.S. EARNINGS WEEK AHEAD,1
232,"India reports 38,353 new COVID-19 infections",0
16,Cisco revenue misses estimates on lower demand for network hardware,1
1151,US STOCKS SNAPSHOT-Earnings power Wall St rally; tax vote supports,1
627,TEXT-S&P comments on Cisco Systems,1
937,India's Congress fires five state chiefs after poll drubbing,0
318,Pressure grows in India to condemn old friend Russia's invasion of Ukraine,0
1473,Platinum Equity to buy Ingram Micro from HNA Group in $7.2 billion deal,1
67,"India reports 30,941 new COVID-19 cases",0
435,"Cisco cutting 4,000 jobs, CEO sees slow progress",1
1024,"India proposes new wording on phasing coal ""down"" not ""out""",0
548,"UPDATE 2-Cisco is ordered to pay $1.9 billion in U.S. patent lawsuit, plans appeal",1
656,India's top steelmakers seek federal funds to cut carbon emissions,0
547,Goa's beaches packed with domestic tourists as India tightens COVID rules,0
1297,SAP may license HANA to Oracle in future - co-CEO,1
990,India gets below-average monsoon rains for second straight week,0
214,Cisco revenue falls for sixth quarter in a row,1
607,CORRECTED-Big Cisco bet on France offers relief from Air France fiasco,1
952,"Zoom forecasts annual revenue, profit below estimates",1
930,Chairman of Israeli spyware firm NSO says he has stepped down,1
401,UPDATE 1-Cisco joins cloud computing race with $1 bln plan,1
724,US STOCKS SNAPSHOT-Wall St opens down; Cisco weighs on Nasdaq,1
1596,"UPDATE 1-Datatec lifts FY profit, Latam and Asia robust",1
160,Explainer - Amazon's battle with Reliance for India retail supremacy,0
1685,Take Five: Dollar signs,1
1342,Siemens names E.ON CFO Michael Sen to head its healthcare business,1
1837,Drawing of the three (sectors),1
76,India says climate commitments ambitious yet achievable,0
19,India's gender inequity in vaccinations narrows,0
824,CORRECTED-UPDATE 2-U.S. top court rules against Cisco Systems in patent infringement fight,1
1725,US STOCKS-Futures little changed after four-day run,1
342,Cisco works with Amazon to help businesses run apps in the cloud,1
281,Cisco to buy OpenDNS for $635 mln to boost security business,1
1073,India's July merchandise exports up 49.9% y/y,0
24,UPDATE 2-Cisco made $20 billion-plus takeover offer for Splunk -WSJ,1
1726,"US STOCKS-Wall St to dip at open after data, Wal-Mart results",1
163,India says it will investigate Pandora Papers cases,0
162,"Review of India's Covaxin shot underway, WHO says",0
810,India's richest state set to reopen schools as Omicron cases fall,0
213,Three arrested in India for online harassment of Muslim women,0
585,India appoints veteran diplomat as new oil minister,0
1008,"US STOCKS-S&P 500 struggles for direction as Meta Platforms, Ukraine crisis weigh",1
561,"UPDATE 2-Arista infringes Cisco networking patents, U.S. trade agency rules",1
873,"India growth recovery faces headwinds from geopolitical tensions, says Patra",0
982,"Israeli citizens hacked by police using Pegasus, newspaper says",1
1880,"CORRECTED-US STOCKS-Wall St dips off 5-year highs after Europe, Japan data",1
789,"US STOCKS-S&P futures flat ahead of data, Cisco weighs",1
1072,UPDATE 1-Broadcom wins U.S. antitrust consent to buy Brocade -FTC,1
400,Cisco whistleblower gets first False Claims payout over cybersecurity,1
223,"UPDATE 1-Cisco, Google sign patent agreement",1
926,CORRECTED-UPDATE 2-Andreessen Horowitz-backed Samsara reveals jump in revenue ahead of IPO,1
345,India's wheat exports set to surge amid Black Sea supply uncertainty,0
108,Cisco CEO John Chambers' salary almost doubled,1
2043,European Factors to Watch on Wednesday Nov 12,1
511,"India's output, exports of Russia's Sputnik vaccine at risk due to Ukraine crisis",0
1824,UPDATE 1-Samsung signs up Verizon as first customer for indoor 5G gear,1
915,"US STOCKS-S&P, Nasdaq rise on strong results from Nvidia, retailers",1
161,India tells states to be on the alert as Omicron cases double,0
547,BRIEF-Cisco And Hyundai Motor Company Announce Production Of Next-Generation Hyperconnected Car,1
1279,Spirent Communications sees marginal rise in Q3 revenue,1
864,"US STOCKS-Wall St set to rebound as Wal-Mart, Cisco results impress",1
955,UPDATE 3-Zoom's tepid growth forecast takes shine off billion-dollar quarter,1
1891,GLOBAL MARKETS-World stocks flat despite soft U.S. data; dollar down,1
1853,"Wall Street rises with help from technology, financial, energy stocks",1
172,UPDATE 2-India govt says no decision on Air India sale after report cites Tata Sons as winner,0
634,India tells public to shun Musk-backed Starlink until it gets licence,0
1142,"US STOCKS SNAPSHOT-Wall St opens lower on retail sales, claims data",1
882,"India reports 40,120 new COVID-19 cases in last 24 hours",0
986,"Partner pay watch: Kirkland alum Susan Davies, now in DOJ policy office",1
1098,Twitter begins hiring to comply with India's new rules,0
1229,"US STOCKS-Futures hit record highs ahead of inflation data, Fed chair speech",1
1534,U.S. cybersecurity experts see recent spike in Chinese digital espionage,1
466,Videos may make up 84 percent of internet traffic by 2018: Cisco,1
27,Tata appoints N Chandrasekaran as Air India chairman,0
678,"Struggling with power crunch, India considers strategic reserves for gas, imported coal",0
797,Law firms bid to work on India's LIC IPO as government sweetens terms,0
1354,HERE appoints new CEO to lead mapping company under German owners,1
1224,Contract manufacturer Celestica's profit jumps three-fold,1
964,"Israeli citizens hacked by police using Pegasus, newspaper says",1
1069,India's hijab dispute reaches its most populous state,0
612,India's antitrust body orders Google inquiry after news publishers complain,0
873,"US STOCKS-Wall St hits 4-month high, boosted by Germany, Cisco",1
149,India orders power firms to boost supply to Delhi,0
784,India's top steelmakers seek federal funds to cut carbon emissions,0
702,"India, Russia warn against terror groups operating from Afghanistan",0
210,Ericsson and Cisco in network partnership to boost sales,1
520,"Cisco profit forecast modest, CEO sees 'slow' improvement",1
938,India's June fuel demand recovers as lockdowns ease,0
185,"Review of India's Covaxin shot underway, WHO says",0
738,Iconix-Reliance JV in India to acquire Lee Cooper brand rights,0
1188,Shares of cloud-based software firm Five9 rise about 18 percent in debut,1
225,Analysis: Cisco's loss is Palo Alto Networks' gain,1
1069,BRIEF-Arista Networks says U.S. jury in district court has found that Co is not liable for copyright infringement,1
1288,Reuters Select: Article 50: live coverage at Reuters.com,1
1045,Ericsson to launch subscription service for remote office,1
1210,"Fed up with rising costs, big U.S. firms dig into healthcare",1
1199,"COLUMN - Tech, prosperity and peace on West Bank",1
371,India approves Sputnik Light COVID shot for unvaccinated - local manufacturer,0
356,"UPDATE 4-Cisco's first-quarter forecast disappoints, shares fall",1
811,India's Modi offers help in peace efforts over Ukraine crisis,0
687,BRIEF-Cisco Systems' board adopts amendments to its amended bylaws,1
1340,Spirent Communications posts marginal rise in Q3 revenue,1
803,EXCLUSIVE-Bayer revives plan to introduce new GM cotton seeds in India,0
789,India antitrust body accepts Google's confidentiality request - judge,0
517,Cisco profit edges past estimates despite weak telecom spending,1
603,"India, Russia warn against terror groups operating from Afghanistan",0
618,BRIEF-Amper finalises debt restructuring agreement with Cisco,1
243,Eighteen killed in India as truck slams into overcrowded bus,0
679,Hundreds of Ford India workers protest over planned plant closure,0
44,UPDATE 1-Acacia agrees to Cisco's increased offer of $4.5 billion,1
224,Barrick Gold partners with Cisco in bid to boost productivity,1
1682,"RPT-China options limited as U.S. panel outcasts Huawei, ZTE",1
934,"UPDATE 3-Zoom forecasts upbeat revenue, expects boost from hybrid work",1
380,Cisco predicts third-quarter revenue fall in line with Wall Street view,1
509,WTO panel tells India to comply with trade rules on sugar,0
399,Japan PM Kishida announces $42 billion investment in India,0
940,"RPT-US STOCKS-Nasdaq futures boosted by tech demand, Nvidia earnings",1
86,"India reports 42,909 new COVID-19 infections",0
170,Reckitt takes steps to calm pricing row in India,0
201,Three arrested in India for online harassment of Muslim women,0
516,UPDATE 1-Cisco CEO Chambers rules out EMC takeover deal,1
1418,US STOCKS-Wall St falls as Europe's slowdown hits earnings,1
1372,"US STOCKS-Wall Street hits all-time closing highs on stimulus euphoria, vaccine rollout",1
470,Musk-backed Starlink to refund pre-orders in India after govt order,0
1084,Chinese leaders split over releasing blacklist of U.S. companies- WSJ,1
1800,UPDATE 3-HP enterprise sales pickup stirs turnaround hopes,1
705,BRIEF-Technicolor ceo eyes no massive restructuring from Cisco unit deal,1
531,Cisco reviews code after Juniper breach; more scrutiny expected,1
1532,"US STOCKS-Wall St gains on better-than-expected earnings, robust economic data",1
634,"Analysis: Cisco spooks, but IT spending seen on the mend",1
886,UPDATE 1-Accenture restores affected systems after reported ransomware attack,1
775,"US STOCKS-Cisco lifts Wall Street, but Wal-Mart a drag",1
1865,US STOCKS-Wall Street builds on rally while Apple shines,1
1774,"US STOCKS-Wall St drops on trade war fears, economic worries",1
178,Wistron partners with India's Optiemus in boost for electronics manufacturing,0
77,BRIEF-Cisco announces intent to acquire Springpath,1
628,BRIEF-Amper finalises debt restructuring agreement with Cisco,1
176,Optimism springs eternal in Cisco shares ahead of results,1
1935,Key Senator Leahy drops patent reform bill for now,1
623,Dozens released after protest at India plant of Apple supplier Foxconn,0
358,India police to question Amazon executives in probe over marijuana smuggling,0
1094,EXCLUSIVE-India considers relief for exporters hit by Ukraine crisis-sources,0
173,India current account swings to surplus in June quarter,0
1570,Exclusive: EU set to clear Dell's $67 billion deal to buy EMC - sources,1
684,"UPDATE 1-Microsoft, Google, Cisco, Dell join legal battle against hacking company NSO",1
411,UPDATE 3-Cisco profit beats on strength in security business,1
1027,EU says use of spyware on journalists is unacceptable,1
414,"Cisco to lay off about 14,000 employees: tech news site CRN",1
166,India resumes coronavirus vaccine exports to COVAX,0
434,Cisco's Webex draws record 324 mln users in March,1
840,India plans to ask state-run banks to expand lending to boost demand,0
1747,Zoom says service restored after U.S. users hit by partial outage,1
2057,Clearwire to use Huawei equipment in network upgrade,1
1097,India's Bharat Biotech says supply chains not impacted by Russia-Ukraine conflict,0
533,"India sees impact of Omicron blunted by vaccination, prior infections",0
759,US STOCKS-Cisco's dour outlook weighs on Wall Street,1
388,India plans to produce 5 million tonnes of green hydrogen by 2030,0
622,"India's new COVID-19 cases hit seven-month high of 141,986",0
843,RPT-High prices could slow India's transition to gas,0
58,Cisco sues TiVo over DVRs,1
1062,Messaging platform Gupshup joins unicorn club after $100 million funding,1
1261,"Citrix, Palo Alto Networks strike strategic partnership",1
2002,Siemens Enterprise Communications plans IPO by end 2012,1
848,India resumes vaccine exports as domestic stocks build up - officials,0
628,"UPDATE 3-India to restart COVID vaccine exports to COVAX, neighbours",0
747,India foreign minister says willing to make investments in Sri Lanka,0
772,India's Bharat Biotech says Covaxin booster shot neutralises Omicron,0
1769,"US STOCKS-Futures rise on trade hope, Walmart inches higher after results",1
910,UPDATE 1-Facebook can pursue malware lawsuit against Israel's NSO Group -US appeals court,1
188,Morgan Stanley boldly sidesteps record India IPO,0
1246,REUTERS NEWS SCHEDULE AT 10 p.m. GMT/6 a.m. SGT,1
1782,US STOCKS-Defensive stocks buoy Wall St amid coronavirus worries,1
182,Carlsberg's India partner demands governance overhaul,0
271,Scatec and ACME put $400 million India solar development on hold,0
1064,Fenwick looks East with NYC capital markets hires as IPOs mount,1
189,"Hindu group urges India to regulate platforms, cryptocurrency",0
1113,Canada's Telus International aims for nearly $7 bln valuation in IPO,1
960,India's Bharti Airtel to invest $673 mln on data centre expansion,0
44,"India's daily COVID-19 cases rise by 27,553",0
364,UK very disappointed with India's stance on Ukraine - trade minister,0
1661,"Illumio raises $65 mln, J.P. Morgan Asset Management leads round",1
973,"India's factory growth accelerated in Feb, inflation remains a concern",0
486,American Airlines bets on non-stop travel demand as it relaunches India flights,0
774,India's tax revenues likely to beat forecast on strong recovery -officials,0
1226,RESEARCH ALERT-Harel cuts EZchip Semiconductor price target to $49,1
2075,BUZZ-U.S. stocks weekly: Standoff,1
572,UPDATE 2-Cisco's 3rd quarter gets boost from demand for work-from-home apps,1
2026,U.S. lawmaker releases draft of bill targeting patent abuses,1
958,Zoom's tepid growth forecast takes shine off billion-dollar quarter,1
1148,Hackers used Avast's CCleaner breach to attack technology companies,1
506,UPDATE 2-India to auction 5G airwaves in 2022 in boost to tech economy,0
923,India's Modi calls meeting of state chiefs on fighting Omicron variant,0
1668,Internet firms to be subject to new cybersecurity rules in EU,1
902,FEATURE-The battle's on for control of the video dial tone,1
2030,Foxconn to use proceeds from unit's Shanghai IPO to fund $4 billion projects,1
879,Major tech companies struggle to plug holes in logging software,1
128,India says it will investigate Pandora Papers cases,0
304,Tata regains Air India control in privatisation victory for Modi,0
1779,US STOCKS-Futures tick higher as investors hold out for recovery,1
902,India armed forces head among 13 dead in helicopter crash,0
1731,Samsung signs up Verizon as first customer for indoor 5G gear,1
317,UPDATE 1-Cisco shares drop 13 pct after revenue warning,1
1423,U.S. insurers dig into corporate diversity practices as lawsuits pile up,1
538,UPDATE 1-Cisco profit beats on strong demand for security products,1
1019,Pakistan seeks answers from India after crash of mystery flying object,0
1122,"Foxconn India iPhone plant extends closure, workers' hostels inspected - source",0
575,INSIGHT-From Russia with concern: Cisco's audits raised red flags about resellers,1
168,"India's daily COVID-19 cases rise by 22,775",0
252,China expresses serious concerns on India banning Chinese apps,0
657,"India reports 25,467 new COVID-19 cases in the last 24 hours",0
89,"India's new COVID-19 cases rise by 45,083",0
1516,"US STOCKS-Wall St record rally wobbles as banks, energy stocks weigh",1
1425,Exclusive: Iranian cell-phone carrier obtained banned U.S. tech,1
179,"India's new COVID-19 cases rise by 45,083",0
917,"S&P, Nasdaq end at record peaks on strong earnings",1
451,UPDATE 3-Robust switching sales power strong quarter for Cisco,1
747,A scramble at Cisco exposes uncomfortable truths about US cyber defense,1
595,UPDATE 2-Cisco gives tepid current-quarter forecast; sees weak client spending,1
903,The battle's on for control of the video dial tone,1
1546,Deals of the day-Mergers and acquisitions,1
328,Cisco's revenue falls less-than-expected 5.5 percent,1
1190,Leading companies to invest over 600 mln euros in French economy -Elysee,1
324,Japan PM Kishida to stress unity on Ukraine in meet with India's Modi,0
2073,"Nio, China rival to Tesla, says U.S. head to step down",1
68,How India flipped its vaccine fortunes,0
119,India announces first formal meeting with Taliban,0
928,"Boat carrying dozens sinks in India's northeast, one dead",0
1807,"US STOCKS-S&P 500, Nasdaq Composite hit record-highs",1
1029,UPDATE 2-EU says use of spyware on journalists is unacceptable,1
663,"US STOCKS-Futures bounce back as Cisco, Disney jump after results",1
1454,"US STOCKS-Wall St rises with help from technology, financial, energy stocks",1
389,Cisco forecast disappoints as global worries weigh on client spending,1
768,India central bank sees need for continued policy support -minutes,0
233,"India reports 43,509 new COVID-19 infections",0
240,"Cisco to buy out start-up Insieme, unveils products",1
1067,Analysis: Murkiness of Russia's ransomware role complicates Biden summit mission,1
840,"US STOCKS SNAPSHOT-S&P 500 notches another record, shakes off dour Cisco forecast",1
1292,Juniper Networks adds two directors in agreement with Elliott,1
1587,U.S. Patent and Trademark Office head Michelle Lee resigns,1
252,Arista wins round in Cisco patent fight over network technology,1
83,"India reports 30,941 new COVID-19 cases",0
2032,"GLOBAL MARKETS-Stocks rise on Merkel remarks, dollar slips",1
795,"India revamps incentives for autos to boost EVs, hydrogen fuel cells -sources",0
1910,"Zoom says it has 300 million daily meeting participants, not users",1
2070,Israeli high-tech firms raise record $4.8 billion in 2016,1
211,India shuts last consulate in Afghanistan and evacuates citizens,0
491,"Coronavirus impact worsens India's educational divide, U.N. agency says",0
1014,India's hijab dispute reaches its most populous state,0
941,Toxic gas kills six in India after illegal chemical dump,0
1461,U.S. Patent and Trademark Office head Michelle Lee resigns,1
541,"India, Tesla in 'weird stalemate' on tax cut demands with no investment pledge-sources",0
404,Cisco fights to limit damages after $24 mln patent verdict,1
887,Accenture restores affected systems after reported ransomware attack,1
59,India says climate commitments ambitious yet achievable,0
1640,ABB appoints Guido Jouret as its first chief digital officer,1
310,"Moscow, Delhi sign deal to produce Kalashnikov assault rifles in India",0
1426,Mass move to work from home in coronavirus crisis creates opening for hackers: cyber experts,1
562,Russia says India approves one-shot Sputnik Light COVID vaccine,0
1036,Tech giants join call for funding U.S. chip production,1
343,UPDATE 1-Cisco to buy UK-based Acano to boost enterprise business,1
749,"US STOCKS-Futures hold Yellen gains, Cisco drags Nasdaq",1
1099,UPDATE 2-China-linked hackers used VPN flaw to target U.S. defense industry -researchers,1
1930,OnePlus announces plans to make in India,1
164,Cisco shares jump as demand recovers in key markets,1
348,"India's Omicron cases mild, vaccine boosters not a priority -government",0
1396,Internet firms push to be left out of EU cybersecurity law,1
639,U.S. Customs sides with Arista in Cisco patent fight,1
714,Arista notches another win in Cisco networking patent fight,1
880,Major tech companies struggle to plug holes in logging software,1
890,Software firm Salesloft raises fresh funds at $2.3 billion valuation,1
1951,Microsoft debuts free tier in competitive workplace chat app market,1
842,India to tighten COVID-19 testing for tourists amid new variant concerns,0
1938,Microchip buys wireless maker ISSC betting on 'Internet of Things',1
1560,CORRECTED-UPDATE 1-Microsoft Teams surpasses 20 mln daily active users; rival Slack shares slip,1
1127,EXPLAINER-Why air quality has deteriorated sharply in India's capital,0
2066,UPDATE 2-Foxconn gets China go-ahead for Shanghai IPO of subsidiary,1
181,Cisco looks to salesman Robbins for tech leadership,1
865,"US STOCKS-Wall St eases from record highs on coronavirus concerns, Cisco results",1
34,Microsoft general counsel Dev Stahlkopf jumps to Cisco,1
986,"India, China trade blame for break down in border talks",0
1283,Smartsheet hires banks to prepare for IPO -sources,1
1231,As technology shifts more layoffs loom at tech companies,1
796,Google suing India antitrust watchdog for investigation report leak,0
2052,US STOCKS-Futures little changed ahead of data; Wal-Mart earnings disappoint,1
136,"Cisco plans to add 1,700 jobs in Canadian expansion",1
1219,IT spending could be a casualty of economic uncertainty - Gartner,1
827,India mandates use of biomass pellets in some coal-fired plants,0
1005,India bars Kotak from launching certain debt funds for six months,0
626,"Philips in lighting partnerships with Cisco, SAP and Bosch",1
639,Russia says India approves one-shot Sputnik Light COVID vaccine,0
1230,As technology shifts more layoffs loom at tech companies,1
1870,Samsung signs up Verizon as first customer for indoor 5G gear,1
1207,UPDATE 1-Iran hit by global cyber attack that left U.S. flag on screens,1
1242,"UPDATE 2-Hackers compromised free CCleaner software, Avast's Piriform says",1
779,India's April-July fiscal deficit nears $44 billion,0
854,Festival demand spurs India's gasoil consumption to above pre-COVID levels,0
1386,Coalition of human rights groups joins suit against Israeli firm NSO,1
15,FACTBOX-India and Pakistan's nuclear arsenals,0
1371,Saudi prince pushes on with $500 billion megacity as U.S. points the finger over Khashoggi killing,1
558,UPDATE 1-Cisco to buy cloud-networking start-up Meraki for $1.2 bln,1
713,U.S. Supreme Court agrees to hear Cisco patent infringement case,1
150,Cisco to invest in Israeli venture capital funds,1
507,"India merger of Sony, Zee to create TV powerhouse challenging Disney",0
809,US STOCKS-Wall St rises as upbeat Cisco and Disney results help fuel optimism,1
1615,Huawei signs U.S. distribution deal with Synnex,1
1979,U.S. judge lifts suspension on Microsoft overseas email seizure,1
1954,MOVES-Citi names Iqtidar head of CEEMEA M&A,1
957,Zoom shares slide 11% as searing growth tapers off,1
36,Cisco's new trial bid rejected after $1.9 billion patent infringement case,1
679,BRIEF-Ericsson says signs OSSii license agreements with Cisco and Tektronix,1
275,UPDATE 1-Cisco taps 2 execs in CEO race,1
418,"Cisco to cut another 6,000 jobs as forecast falls flat",1
342,American Airlines bets on non-stop travel demand as it relaunches India flights,0
311,India's Feb oil imports surge as refiners boost runs,0
879,"India's textile industry revs up, giving hope on jobs for PM Modi",0
1043,ANALYSIS-Google's Starline shows promise and perils of 3D chats,1
1123,Software maker Freshworks raises $100 mln; valuation at $1.5 bln,1
922,Floundering private sales of vaccines in India deal blow to Russia's Sputnik V,0
1893,European shares hit new 14-month high on positive earnings updates,1
617,"BRIEF-Cisco, Salesforce announce global strategic alliance",1
104,ZTE confirms Cisco has halted equipment deal,1
2069,PRESS DIGEST - Wall Street Journal - May 20,1
573,"U.S. Trade Rep approves import ban on Arista devices, says rival Cisco",1
234,CISCO EXPECTS Q4 REVENUE TO DECLINE 3 TO 1 PERCENT YOY,1
956,UPDATE 1-Welsh Carson-backed Clearwater Analytics files for U.S. IPO,1
1404,Coalition of human rights groups joins suit against Israeli firm NSO,1
11,UPDATE 1-India gets bids for sale of loss-making Air India,0
406,Exclusive-Bayer revives plan to introduce new GM cotton seeds in India,0
671,Ericsson and Cisco extend strategic partnership to include new Wi-Fi solutions,1
1144,Celestica to end manufacturing services for RIM,1
569,India's Serum sees 'large' exports as output nearly quadruples,0
1302,Federal services provider CSRA partners with Google Cloud,1
667,BRIEF-Cisco Systems shares up 1.2 percent in premarket trade,1
618,India resumes vaccine exports as domestic stocks build up - officials,0
1678,RPT-Wall St Week Ahead-GameStop frenzy reveals potential for broader market stress,1
1936,Hacking group claims to offer cyber-weapons in online auction,1
1601,US STOCKS-Wall St ends sharply lower as pandemic fears resurge,1
813,BRIEF-Cisco Systems CEO Charles Robbins' FY 2016 total compensation was $16 mln,1
1068,India reports smallest rise in COVID-19 deaths since mid-March,0
1618,"Former executive of Duo Security, Zscaler joins IronNet as co-CEO",1
656,CORRECTED-Cisco Q2 results beat estimates,1
1765,"US STOCKS-Wall St advances as earnings, economic data beat expectations",1
1638,Suicide cause of Hon Hai employee death - media,1
1216,"Big-data firm MapR appoints first CFO, eyes IPO",1
111,"India reports 36,571 new coronavirus cases",0
1438,US STOCKS-Wall St falls as Europe drags on profit outlooks,1
930,At least three killed in rail accident in India's West Bengal state,0
37,India formalises acquisition of 56 Airbus C295 aircraft,0
463,Instant View: Cisco ramps up dividend after results beat,1
696,India's Modi offers help in peace efforts over Ukraine crisis,0
1980,"Apple, Pfizer, others form ""go slow"" U.S. patent lobby group",1
200,"India's criticism of Infosys, Tata worries businesses",0
428,U.S. tech firm Cisco to invest $10 billion in China expansion,1
649,Cisco's quarterly report to offer gauge of technology demand,1
109,Cisco CEO John Chambers' salary almost doubled,1
894,EXCLUSIVE-India faces record fertiliser subsidy in 2021/22,0
1813,UPDATE 1-AT&T to launch home monitoring service in March,1
665,"India cuts tax on crude palm oil imports to help consumers, refiners",0
288,"India reports 30,773 new COVID cases as it seeks to welcome back tourists",0
575,"REUTERS IMPACT-India targets alternate fuels, EVs in clean transport push",0
103,"India cenbank committed to inflation target, says chief",0
499,India's biggest car dealer Popular plans $100 million listing - source,0
1656,US STOCKS-Upbeat data brings investors back after Trump slump,1
1306,"Apple, other U.S. goods from China held up at Indian ports: sources",1
268,Cisco to buy cloud-networking start-up Meraki for $1.2 bln,1
520,"India, Australia eye closer security ties as 9/11 anniversary marked",0
22,Singapore and India's payment services to link in 2022,0
921,PREVIEW-Wall St awaits Zoom's next act as pandemic boom cools,1
1266,"Citrix, Palo Alto Networks strike strategic partnership",1
943,Zoom shares tumble as revenue growth slows,1
1105,Cyber firms warn on suspected Russian plan to attack Ukraine,1
920,Wall Street awaits Zoom's next act as pandemic boom cools,1
577,EXPLAINER-India's wheat exports surge as world prices soar,0
858,"India's COVID cases rise by 333,533 in last 24 hours - govt",0
1165,UPDATE 2-Ericsson job cuts hit Sweden hard as network challenge persists,1
1488,Israel's Team8 raises another $23 mln for cyber security firms,1
440,Cisco sets $1 billion investment for global cloud computing network,1
894,Andreessen Horowitz-backed Samsara targets $11.5 bln valuation in U.S. IPO,1
1124,Modi's BJP wins big in India's largest state election,0
1040,"The S&P 500 rebounds, closes slightly higher after Fed minutes",1
1742,Mini-me tech bubble is mere shadow of 2000 excess,1
1772,"US STOCKS-Dow, S&P 500 fall on fears over surging virus cases",1
471,UPDATE 1-Ericsson and Cisco in network partnership to boost sales,1
441,Cricket-India women trump Pakistan to maintain perfect record,0
1171,New data-center technology to hit Finisar: Jefferies,1
1476,Juniper shares up after sale talk; source says no offers,1
1525,Amazon to sell set-top box to challenge Apple TV: report,1
908,UPDATE 5-Zoom to buy cloud-based call center operator Five9 in $15 bln deal,1
158,UK aims to start trade talks with India this year,0
394,India to auction 5G airwaves in 2022 in boost to tech economy,0
2014,"UPDATE 1-Palo Alto forecasts current-quarter profit below estimates, shares fall",1
833,India cuts growth estimates for 2021/22 amid surging COVID cases,0
818,BRIEF-Finjan Holdings unit has filed a patent infringement lawsuit against Cisco Systems,1
217,India's June industrial output grows 13.6%,0
972,"Google, India antitrust watchdog tussle in court over probe leak",0
245,IN BRIEF: Cisco says high-level engineers took trade secrets to competitor,1
1179,Taiwan's Hon Hai halts Vietnam production for 3 days,1
737,RPT-BlackRock nominates Cisco CEO to serve on its board,1
552,"UPDATE 1-India's Omicron cases mild, vaccine boosters not a priority -government",0
1846,US STOCKS-U.S. stocks rally; Nasdaq hits highest level since 2000,1
485,Cisco to pay $1.4 bln for Internet of Things firm Jasper,1
483,India increases local natural gas prices for Oct-March to $2.90/mmbtu,0
230,Cisco's Webex participants near 600 mln as pandemic flares again,1
