,News,Label
534,India's release of 5 million bbls oil from stockpile a 'symbolic gesture',0
243,India summons South Korea envoy over Hyundai Pakistan tweet,0
877,India's antitrust body orders Google inquiry after news publishers complain,0
784,India's top steelmakers seek federal funds to cut carbon emissions,0
207,India Insight: Narendra Modi’s sale of the century,0
593,"Buy now, pay later set to surge over ten-fold in India",0
688,India's Serum Institute applies for full approval of Covishield vaccine,0
400,"India's monsoon gathers pace in September, set for delayed retreat",0
145,Amazon investigating kickback allegation at India unit - source,0
16,Factbox-India and Pakistan's nuclear arsenals,0
436,"India detects seven more Omicron cases, making 12 in all",0
110,Intel launches graphics chips for gamers in effort to take on Nvidia,1
341,India to invest $1.61 bln to link more green energy projects to grid,0
324,India expects tech cos will not use encryption as 'excuse'- official says,0
830,India's Nifty 50 drops most in a month as automakers slide,0
45,Nvidia offers EU concessions over $54 billion Arm deal,1
670,India to move some migrant workers in Kashmir to army camps after killings,0
561,"Barclays bets on India again with $400 million infusion for banking, wealth businesses",0
766,Modi hails India's 10 million COVID vaccine doses in a single day,0
797,India police charge Amazon execs in alleged marijuana smuggling case,0
91,India to waive transmission costs for green hydrogen manufacturers,0
795,"India revamps incentives for autos to boost EVs, hydrogen fuel cells -sources",0
870,"India reports 15,906 new COVID-19 cases in last 24 hours",0
7,FACTBOX-India and Pakistan's nuclear arsenals,0
88,"India reports 37,593 new coronavirus cases",0
684,India breaks its vaccination record in 'birthday gift' to Modi,0
752,"India unveils new rice variety to cut down on use of water, labour",0
804,"India could bar transactions in crypto, permit holding as assets - paper",0
23,"Nvidia's rally turbo charged by 'metaverse', valuation breaches $800 billion",1
342,India MRPL seeks to replace ADNOC oil with Saudi grade in Mangalore SPR,0
114,India's factory activity improved in Sept as demand strengthened,0
667,"India approves $3.5 billion incentive scheme for auto sector, drones",0
5,Moody's upgrades outlook on India to stable,0
262,"India shares gain on energy, banking boost",0
209,"India's criticism of Infosys, Tata worries businesses",0
393,U.S. senators urge Biden to avoid India sanctions over Russian deal,0
183,Britain assessing impact of sale of Arm to Nvidia: minister,1
506,UPDATE 2-India to auction 5G airwaves in 2022 in boost to tech economy,0
24,Nvidia metaverse future bright even as Arm may slip from grasp,1
494,"UK PM Johnson: India has made ""massive commitment"" on decarbonising energy",0
354,Latin American oil gains ground in India at Mideast expense - data,0
112,Intel launches graphics chips for gamers in effort to take on Nvidia,1
793,India house price rises to pick up pace in 2022: Reuters poll,0
582,'Off to Canada': India's jobs crisis exasperates its youth,0
143,"REFILE-UPDATE 1-Nvidia to invest at least $100 million in UK supercomputer, CEO says",1
764,Russia says India approves one-shot Sputnik Light COVID vaccine,0
26,"India to restart COVID vaccine exports to COVAX, neighbours",0
53,Nvidia's $40 billion deal for ARM dealt blow by UK regulator,1
604,India extends ban on public events in election states as COVID cases rise,0
128,India orders power firms to boost supply to Delhi,0
859,At least 18 people killed in lightning strikes in India,0
313,"India's economic growth will remain strong in coming quarters, S&P says",0
133,Reckitt takes steps to calm pricing row in India,0
444,India tells China border troop pullback needed for better ties,0
257,Oil and gas will keep meeting India's 'baseload' energy demand- oil minister,0
697,India's ShareChat raises $266 million for valuation of $3.7 billion,0
176,"Nvidia, Intellectual Ventures acquires 500 patents",1
44,Nvidia's $40 bln deal for ARM likely set for lengthy review,1
38,UPDATE 4-Nvidia forecasts upbeat revenue on metaverse hopes,1
857,At least 18 people killed in lightning strikes in India,0
261,"India, Russia sign 28 investment deals -foreign secy",0
35,Nvidia gives health researchers access to UK supercomputer,1
755,India asks Indonesia to raise palm oil supply as prices spike - sources,0
249,France says to work with India to promote multilateral order,0
103,"Nvidia, Volvo Cars accelerate auto industry's data-processing power race",1
665,India's Modi defends handling of COVID pandemic amid opposition protests,0
22,Tata appoints N Chandrasekaran as Air India chairman,0
329,India says it is concerned about China's new border law,0
97,"India reports 36,571 new coronavirus cases",0
579,Electrolyser supply crunch hangs over India's hydrogen ambitions,0
601,India's October power shortage worst since March 2016,0
87,Nvidia asks Chinese regulators to approve $40 billion Arm deal - FT,1
531,"India says Omicron may be less severe due to vaccination, prior infections",0
221,"India reports 42,625 new coronavirus cases",0
583,"Google, India antitrust watchdog tussle in court over probe leak",0
496,"India's power demand growth slows in November, helping ease coal shortage",0
522,"India asks ""captive"" coal mines to increase output as power demand rises",0
549,India cuts growth estimates for 2021/22 amid surging COVID cases,0
189,UPDATE 4-Nvidia shares dip on predicted decline in data center sales,1
2,"India asks Coal India to invest in electric vehicles, charging pods",0
180,Nvidia's 1st-quarter outlook misses Street view,1
306,"India considers resuming vaccine exports soon, focus on Africa, says source",0
59,India says climate commitments ambitious yet achievable,0
663,India's Future discloses new documents to bolster case against Amazon deal,0
339,COLUMN-India looks to Russia to solve the energy crisis Moscow created: Russell,0
374,Challenges abound as Tata draws up a flight plan for Air India,0
166,Samsung Elec says will fight Nvidia lawsuit,1
879,India's Gennova developing Omicron-specific COVID-19 vaccine,0
554,"India could bar transactions in crypto, permit holding as assets - paper",0
679,India approves $3.5 billion scheme to boost clean fuel vehicles,0
140,"India, Britain launch free trade agreement talks",0
759,"India's Serum Institute to boost vaccine exports gradually, report says",0
195,"Nvidia cuts revenue forecast, shares drop",1
842,"Google, India antitrust watchdog tussle in court over probe leak",0
613,India police to question Amazon executives in probe over marijuana smuggling,0
379,India's microfinance sector hit as defaults surge in pandemic,0
886,"India's Serum Institute to boost vaccine exports gradually, report says",0
218,Nvidia forecasts third-quarter revenue above estimates,1
222,A Myanmar family flees to India with no plans to return soon,0
543,India approves investments worth $1.79 billion from its neighbours,0
280,India invites bids to set up gas sales network,0
210,"India reports 42,625 new coronavirus cases",0
164,Nvidia nears deal to acquire Mellanox Technologies -source,1
598,"Cricket-India must improve through the middle overs, says Dravid",0
13,Nvidia forecasts third-quarter revenue above estimates,1
415,India's Feb oil imports surge as refiners boost runs,0
73,U.K. considers blocking Nvidia's $40 bln takeover deal for Arm - Bloomberg News,1
60,Britain and India to formally launch trade talks,0
545,Investcorp eyes India private equity growth and capital boost for online retailer,0
8,India's Omicron cases jump to 101,0
123,BRIEF-CMA's Coscelli Says Nvidia’s Arm Bid Sparks Weekly Talks With FTC - Bloomberg News,1
244,India PM Modi says working on taming inflation,0
3,"Nvidia embraces the metaverse with new software, marketplace deals",1
106,"India reduces excise duty on petrol, diesel - source",0
1,"India asks Coal India to invest in electric vehicles, charging pods",0
646,RPT-EXPLAINER-India's wheat exports surge as world prices soar,0
729,India's fuel demand rose 0.8 pct y/y in October,0
47,"India's daily COVID-19 cases rise by 194,720",0
300,India's economic advisory council expects it to grow 7%-7.5% in 2022/23,0
381,"India could ship vaccines to COVAX in a few weeks, say sources",0
677,Colgate in talks with India sales agents after disruption threat,0
861,"India reports 48,786 new COVID-19 cases",0
572,"LatAm, U.S. shares in India's oil imports rise; MidEast, Africa down",0
160,Ford India head quits after company says to stop making cars in India,0
512,"India's output, exports of Russia's Sputnik vaccine at risk due to Ukraine crisis",0
162,BRIEF-Nvidia Corp launches Nvidia Optix 5.0 SDK with ray-tracing capabilities,1
709,India's Omicron wave may intensify in coming weeks -experts,0
818,"India could ship vaccines to COVAX in a few weeks, say sources",0
108,India’s tech stock bubble is poised to deflate,0
619,India resumes vaccine exports as domestic stocks build up - officials,0
92,Nvidia forecast beats expectations but crypto mining's role remains unclear,1
757,UPDATE 1-Foxconn India factory workers hospitalised after food poisoning,0
149,"Review of India's Covaxin shot underway, WHO says",0
335,India approves Sputnik Light COVID shot for unvaccinated - local manufacturer,0
404,"India and Australia close to sealing early trade pact, Indian minister says",0
449,"India ""disturbed"" by verdict against Myanmar's Aung San Suu Kyi",0
39,Self-driving truck company TuSimple to use Nvidia chips for autonomous computing,1
743,India administers lowest number of COVID-19 tests in a month,0
91,Nvidia sets 4-for-1 stock split from July,1
703,India reports first death linked to Omicron coronavirus variant,0
700,India's June WPI inflation eases to 12.07%: government,0
130,"UPDATE 2-AMD lands Meta as customer and takes on Nvidia, sending shares up 11%",1
490,"India considers resuming vaccine exports soon, focus on Africa, says source",0
205,BRIEF-Nvidia says Tencent cloud adopts Nvidia Tesla for AI cloud computing,1
367,Global crypto exchange CrossTower enters India despite policy uncertainty,0
461,Shopee dips toe in India e-commerce market with seller recruitment campaign,0
173,India to grant additional $2.6 billion for solar manufacturing,0
395,India increases local natural gas prices for Oct-March to $2.90/mmbtu,0
169,Nvidia aims to woo business analysts with new software,1
311,India's Feb oil imports surge as refiners boost runs,0
364,UK very disappointed with India's stance on Ukraine - trade minister,0
501,Cricket - India to start home season with New Zealand series,0
75,UPDATE 1-U.S. near deal for Nvidia supercomputer as it waits for delayed Intel machine -sources,1
388,U.S. hopes India will distance itself from Russia after Ukraine invasion,0
576,India to push for patent waiver for COVID-19 vaccines at WTO,0
132,"RPT-US STOCKS-Wall Street set to rise on strong results from Nvidia, retailers",1
217,"Nvidia returns $1 billion to shareholders, mobile flat",1
118,How India flipped its vaccine fortunes,0
557,India's Jan palm oil imports drop as refiners switch to soft oils,0
632,UPDATE 2-Japan's Kishida and India's Modi discuss response to Ukraine crisis,0
472,Tata Sons said to be selected as winning bidder for Air India - Bloomberg News,0
411,Cricket-Reactions to Kohli stepping down as India test skipper,0
641,"India's interests come before vaccine exports, says health ministry",0
425,UPDATE 1-India to study sanctions impact on trade settlement with Russia,0
486,American Airlines bets on non-stop travel demand as it relaunches India flights,0
812,India's antitrust body orders Google inquiry after news publishers complain,0
237,India PM Modi says working on taming inflation,0
94,"UPDATE 1-Nvidia sets 4-for-1 stock split, shares rise",1
864,"UPDATE 2-India sees impact of Omicron blunted by vaccination, prior infections",0
569,"India reports 258,089 new daily COVID-19 infections",0
42,Nvidia preparing to walk away from Arm acquisition - Bloomberg News,1
233,"India's monsoon rains forecast to be average in August, September",0
610,India likely to allow export of Sputnik Light COVID shot this month - sources,0
198,India to temporarily shift its embassy in Ukraine to Poland,0
386,"India reports 44,658 new COVID-19 cases in the last 24 hours",0
97,UK orders in-depth probe of Nvidia's Arm acquisition,1
87,India's September vehicle sales hit by chip shortage,0
174,Growth in India's services activity picked up in Feb,0
728,India's Sept gold imports surge as prices correct ahead of festivals,0
199,Three arrested in India for online harassment of Muslim women,0
133,US STOCKS-Dow climbs over 1% on cyclical boost; Nvidia weighs on Nasdaq,1
518,India administers lowest number of COVID-19 tests in a month,0
713,India on course for open access in its markets - RBI deputy governor,0
542,COP26: India says after discussion proposes new wording for text,0
32,India to study sanctions impact for a payment mechanism with Russia,0
628,"UPDATE 3-India to restart COVID vaccine exports to COVAX, neighbours",0
606,"Amazon, Reliance set to lock horns over India's cricket media rights",0
615,India increases local natural gas prices for Oct-March to $2.90/mmbtu,0
485,Amazon launches bundling service for video streaming apps in India,0
15,"India reports 42,766 coronavirus cases",0
279,India and China to continue dialogue over disputed border,0
698,Toxic gas kills six in India after illegal chemical dump,0
376,Japan's Kishida and India's Modi discuss response to Ukraine crisis,0
445,U.S. and India in talks over timeline for restarting COVID-19 vaccine exports,0
159,India's coal and electricity shortages ease: Kemp,0
706,"India reports 29,616 new COVID-19 cases in last 24 hours",0
295,Jeep to launch two new SUVs in India to boost sales,0
102,Crypto is next fintech battle for India's Gen Z,0
226,"India's monsoon rains forecast to be average in August, September",0
351,"India's Omicron cases mild, vaccine boosters not a priority -government",0
168,Foxconn to restructure management at India iPhone plant,0
458,India says one vaccine dose prevents 96.6% COVID-19 deaths,0
437,"India detects seven more Omicron cases, making 12 in all",0
319,Games-India's hockey teams to compete at Commonwealth Games in Birmingham,0
176,India urges ceasefire in Ukrainian city to evacuate students,0
343,American Airlines bets on non-stop travel demand as it relaunches India flights,0
272,India's top general laid to rest with full military honours,0
441,India seeks to move coal to areas of shortage as power demand rises,0
202,"Review of India's Covaxin shot underway, WHO says",0
714,"India reports first Omicron cases, no plan to authorise boosters",0
414,Russia hopes to supply India with more S-400 missile systems -Ifx,0
599,Tesla's Musk says 'working through challenges' with India government,0
109,Reckitt takes steps to calm pricing row in India,0
657,"India reports 25,467 new COVID-19 cases in the last 24 hours",0
347,American Airlines bets on non-stop travel demand as it relaunches India flights,0
27,"India's daily COVID-19 cases rise by 194,720",0
831,India shares extend losses with Russia-Ukraine standoff in focus,0
204,FACTBOX-The key issues in India's upcoming state elections,0
216,Nvidia's current-quarter revenue misses Street,1
452,"India considers resuming vaccine exports soon, focus on Africa, says source",0
50,U.S. near deal for Nvidia supercomputer as it waits for delayed Intel machine -sources,1
252,China expresses serious concerns on India banning Chinese apps,0
867,"India, U.S. to expand farm trade, aim to resolve market access issues",0
781,India's richest state set to reopen schools as Omicron cases fall,0
308,Qatar Energy says it is committed to being trusted energy supplier for India,0
190,"Nvidia partners with Uber, Volkswagen in self-driving technology",1
661,India's June WPI inflation eases to 12.07%: government,0
116,India's August WPI inflation quickens to 11.39%,0
56,India's monsoon rains forecast to be above average in September,0
141,U.S. FTC opens probe into Nvidia's acquisition of Arm: Bloomberg,1
201,Chipmaker Nvidia's quarterly revenue jumps 48.4 pct,1
863,"REUTERS IMPACT-India targets alternate fuels, EVs in clean transport push",0
155,India’s rush to list LIC is a mistake in making,0
59,BRIEF-Arm confirms CEO change after Nvidia deal collapses,1
692,India says one vaccine dose prevents 96.6% COVID-19 deaths,0
704,New COVID-19 cases in India rise sharply for fifth consecutive day,0
92,High prices could slow India's transition to gas,0
751,India's 'captive' coal mines to be allowed to sell 50% output,0
639,"India antitrust probe finds Google abused Android dominance, report shows",0
654,Tesla's Musk says 'working through challenges' with India government,0
817,Latin American oil gains ground in India at Mideast expense - data,0
29,"Jaguar Land Rover, Nvidia ally in vehicle software arms race",1
134,"US STOCKS-Wall Street ends higher; Nvidia surge offsets Nordstrom, Gap slide",1
107,"India reports 45,352 new COVID-19 infections",0
651,Twitter begins hiring to comply with India's new rules,0
160,"Nvidia taps Samsung, Micron for new gaming chips",1
149,"Volkswagen, Nvidia to cooperate on artificial intelligence",1
642,India appoints veteran diplomat as new oil minister,0
41,Explainer-Why is India facing a coal shortage?,0
250,France says to work with India to promote multilateral order,0
849,India's Sept gold imports surge as prices correct ahead of festivals,0
165,Dubai and India's financial regulators seek closer cooperation,0
68,India's Serum Institute exports first Novavax shot,0
578,Electrolyser supply crunch hangs over India's hydrogen ambitions,0
762,India's cental bank to adjust private bank ownership rules,0
527,"India's Jet Airways in talks with Boeing, Airbus for $12 billion order - BloombergQuint",0
823,BP-Reliance JV starts selling multiple fuels in India,0
115,UK to investigate Nvidia's ARM deal on national security grounds - The Sunday Times,1
229,Ford India head quits after company decides to stop making cars in India - sources,0
184,Chipmaker Nvidia to supply computer for Volvo's upcoming vehicles,1
373,India's microfinance sector hit as defaults surge in pandemic,0
326,Foreign direct investment into India to stay robust - Deloitte survey,0
49,U.S. near deal for Nvidia supercomputer as it waits for delayed Intel machine -sources,1
309,Russia hopes to supply India with more S-400 missile systems -Ifx,0
738,Iconix-Reliance JV in India to acquire Lee Cooper brand rights,0
246,"India shares gain on energy, banking boost",0
336,U.S. trade official called India's Mastercard ban 'draconian'-emails,0
833,India's Serum Institute applies for full approval of Covishield vaccine,0
107,Nvidia expects first-quarter sales to exceed $5.3 billion,1
93,"Nvidia sets 4-for-1 stock split, shares rise",1
49,"India's new COVID-19 cases surge to 179,723",0
310,"Moscow, Delhi sign deal to produce Kalashnikov assault rifles in India",0
127,Reckitt takes steps to calm pricing row in India,0
429,Enel to look at entering India's power distribution market - CEO,0
90,"India reports 168,063 new COVID-19 infections",0
653,"UK PM Johnson: India has made ""massive commitment"" on decarbonising energy",0
70,Tesla's Musk signals concerns over Nvidia deal for UK chip maker -The Telegraph,1
559,CORRECTED-India's LIC gets market regulator nod for IPO - ET Now,0
776,India's biggest car dealer Popular plans $100 million listing - source,0
338,India proposes new rules to push green energy use in industries,0
255,"India antitrust body fines United Breweries, Carlsberg in price fixing case",0
682,"India reports 27,254 new COVID-19 cases, 219 deaths",0
138,UPDATE 4-Nvidia sales surge as it struggles to keep gaming chips in stock,1
14,"India reports 42,766 coronavirus cases",0
85,"India reports 35,178 new COVID-19 cases",0
132,India’s tech stock bubble is poised to deflate,0
287,"India's daily COVID-19 cases rise by 247,417, highest since May",0
482,India's govt says volatile crude oil prices pose concerns for economy,0
587,"India reports 40,120 new COVID-19 cases in last 24 hours",0
788,"U.S., India cracks? Biden says talks on Russia 'unresolved'",0
242,Blinken to visit India with vaccines and China in focus,0
645,India's Future Retail takes Reliance deal saga to Supreme Court,0
406,Exclusive-Bayer revives plan to introduce new GM cotton seeds in India,0
274,India's top general laid to rest with full military honours,0
65,India stuck with COVID-19 vaccines it can't export,0
11,India’s Russian romance will be hard to stifle,0
40,CORRECTED-Microsoft unveils fourth data center in India,0
772,"Coronavirus impact worsens India's educational divide, U.N. agency says",0
447,"India's expert panel advises full approval for Covishield, Covaxin",0
553,"Britain and India must deepen defence, economic ties - UK's Truss",0
136,"US STOCKS-S&P, Nasdaq rise on strong results from Nvidia, retailers",1
629,Enel to look at entering India's power distribution market - CEO,0
88,Nvidia asks Chinese regulators to approve $40 billion Arm deal - FT,1
42,"India says daily COVID infections rise by 285,914",0
103,"India cenbank committed to inflation target, says chief",0
171,Nvidia CEO pushes graphics chips toward cloud,1
372,"India considers resuming vaccine exports soon, focus on Africa, says source",0
25,"India's daily COVID-19 cases rise by 194,720",0
41,U.S. FTC sues to block Nvidia deal to buy Arm,1
105,UK intervenes in Nvidia's takeover of ARM on national security grounds,1
491,"India, Russia warn against terror groups operating from Afghanistan",0
442,Cricket-India women trump Pakistan to maintain perfect record,0
702,"India's new COVID-19 cases double in four days to 58,097",0
737,Iconix-Reliance JV in India to acquire Lee Cooper brand rights,0
584,Floundering private sales of vaccines in India deal blow to Russia's Sputnik V,0
194,"Nvidia partners with Uber, Volkswagen in self-driving technology",1
84,UPDATE 2-Nvidia set to seek EU okay for $54 bln Arm deal -sources,1
157,Nvidia CEO pushes graphics chips toward cloud,1
188,Nvidia settles feud with Samsung over graphics patents,1
122,Nvidia current-quarter forecast beats expectations,1
273,Jeep to launch two new SUVs in India to boost sales,0
315,Strong earthquake of 6.1 magnitude strikes India-Myanmar border region,0
520,"India, Australia eye closer security ties as 9/11 anniversary marked",0
777,India's October crude imports stay elevated as consumption rebounds,0
145,Britain's competition watchdog to probe Nvidia's take over of Arm,1
43,"India's daily COVID-19 cases rise by 194,720",0
10,Relief and challenges for chipmakers as Nvidia-Arm megadeal collapses,1
177,"India reports 42,625 new coronavirus cases",0
8,Nvidia forecasts upbeat current-quarter sales,1
175,India urges ceasefire in Ukrainian city to evacuate students,0
83,"India reports 30,941 new COVID-19 cases",0
116,"AMD lands Meta as customer and takes on Nvidia, sending shares up 11%",1
889,Climate migration predicted to rise in India as extreme weather worsens,0
457,India says one vaccine dose prevents 96.6% COVID-19 deaths,0
182,Nvidia's third-quarter revenue outlook exceeds expectations,1
761,India halts futures trade in key farm commodities to fight inflation,0
325,"India's daily COVID-19 infections rise by 38,949",0
196,BRIEF-Nvidia says Tencent cloud adopts Nvidia Tesla for AI cloud computing,1
54,India's trade minister to meet Chinese counterpart on Tuesday,0
259,India's regulator asks local exchange not to launch new rapeseed contract,0
407,Strong earthquake of 6.1 magnitude strikes India-Myanmar border region,0
85,Analysis-Nvidia's closing of $40 billion Arm deal could hinge on Europe,1
479,"India, U.S. to expand farm trade, aim to resolve market access issues",0
171,India's factory activity improved in Sept as demand strengthened,0
558,India's Modi offers help in peace efforts over Ukraine crisis,0
135,Factbox-The key issues in India's upcoming state elections,0
616,"India's economic activity on cusp of strengthening revival, says RBI",0
9,"EU regulators pause investigation into Nvidia, ARM deal",1
405,Cricket-Kohli gives up India test captaincy in surprise move,0
841,"India could ship vaccines to COVAX in a few weeks, say sources",0
741,UPDATE 1-Elections in India's most populous state to start in Feb. 10,0
399,Japan PM Kishida announces $42 billion investment in India,0
715,India's hijab dispute reaches its most populous state,0
675,Tata wins bid to take over troubled state-run Air India,0
168,Nvidia rolls out new chip technology for filmmakers,1
302,U.S. senators urge Biden to avoid India sanctions over Russian deal,0
815,Olympics-India won't send diplomat after Games 'politicized' by China,0
307,Global crypto exchange CrossTower enters India despite policy uncertainty,0
710,India's fuel demand rose 5.2% y/y in September,0
611,"India's monsoon gathers pace in September, set for delayed retreat",0
577,Mercedes-Benz to assemble its EQS electric luxury sedan in India,0
27,BRIEF-Nvidia Is Said To Quietly Prepare To Abandon Takeover Of Arm - Bloomberg News,1
350,"India, Russia strike trade, arms deals during Putin visit",0
507,"India merger of Sony, Zee to create TV powerhouse challenging Disney",0
113,US STOCKS SNAPSHOT-Wall Street opens lower as Nvidia weighs,1
712,India to introduce new battery swapping policy in EV push,0
612,Russia starts missile supplies to India despite U.S. sanctions risk,0
84,"India reports 35,178 new COVID-19 cases",0
786,Bollywood stars return to India's big screens after more than a year,0
276,"India's daily COVID-19 cases rise by 41,383",0
67,Arm CEO says Nvidia merger better than going public,1
181,"India records 41,195 new coronavirus cases",0
104,India says it accidentally fired missile into Pakistan,0
186,Nvidia targets enthusiasts with hand-held game gadget,1
408,Coal India auction to non-power sector up sharply,0
513,Tata Sons said to be selected as winning bidder for Air India - Bloomberg News,0
195,India Insight: Narendra Modi’s sale of the century,0
505,UPDATE 1-Amazon launches service aggregating video streaming apps in India,0
340,India invites bids to set up gas sales network,0
56,"Nvidia seeks EU approval for Arm deal, decision due Oct. 13",1
189,"Review of India's Covaxin shot underway, WHO says",0
858,EXCLUSIVE-India in talks on multi-year fertiliser import deal with Russia -sources,0
30,Tata appoints N Chandrasekaran as Air India chairman,0
699,India cenbank says longer policy support is needed for sustained economic recovery,0
875,India says no report of its students being held hostage in Ukraine,0
348,Amazon launches bundling service for video streaming apps in India,0
525,"India says Omicron may be less severe due to vaccination, prior infections",0
475,COLUMN-India looks to Russia to solve the energy crisis Moscow created: Russell,0
412,Qatar Energy says it is committed to being trusted energy supplier for India,0
75,India formalises acquisition of 56 Airbus C295 aircraft,0
630,Gavi and India's Bharat Biotech discuss possible COVAX use of Covaxin,0
181,Nvidia vows to invest in Britain as part of Arm deal,1
203,Nvidia's gaming chips drive surprise rise in revenue,1
74,India's trade minister to meet Chinese counterpart on Tuesday,0
285,"UK foreign minister to discuss security, defence ties with India",0
51,"India says daily COVID infections rise by 285,914",0
327,Japan PM Kishida to meet India's Modi in New Delhi,0
239,India's top carmaker sees hydrogen as 'interesting alternative',0
35,"India's daily COVID-19 cases rise by 194,720",0
117,"RPT-US STOCKS-Nasdaq futures boosted by tech demand, Nvidia earnings",1
122,India's tech capital on alert after death of actor,0
614,"India and Australia close to sealing early trade pact, Indian minister says",0
37,Nvidia forecasts upbeat revenue on data center chip demand,1
353,India plans to produce 5 million tonnes of green hydrogen by 2030,0
144,"India reports 42,909 new COVID-19 infections",0
594,Cricket-Former India spinner Harbhajan calls time on career,0
186,UK aims to start trade talks with India this year,0
12,India's Omicron cases jump to 101,0
192,FACTBOX-The key issues in India's upcoming state elections,0
201,UK aims to start trade talks with India this year,0
392,India celebrates 1 billion COVID-19 vaccine doses with song and dance,0
456,India hopes to replace diesel with green energy in its farms by 2024,0
289,UK says India's UN vote swayed by dependence on Russia,0
477,India's new COVID-19 cases jump to two-month high,0
6,"BRIEF-Nvidia Says Co, Softbank Group Terminate Nvidia'S Acquisition Of Arm Ltd",1
333,Coal India auction to non-power sector up sharply,0
668,India gets below-average monsoon rains for second straight week,0
106,"Nvidia, Volvo Cars accelerate auto industry's data-processing power race",1
753,"India approves $3.5 billion incentive scheme for auto sector, drones",0
637,Sri Lanka signs $1 billion credit line with India,0
205,Reactions to India's decision to repeal farm laws,0
838,India's ShareChat raises $266 million for valuation of $3.7 billion,0
51,U.S. FTC sues to block Nvidia deal to buy Arm,1
236,Eighteen killed in India as truck slams into overcrowded bus,0
39,India dispatches first wheat aid shipment to Afghanistan,0
45,"India reports 25,072 new coronavirus cases",0
62,"U.S. says Nvidia-Arm deal harms market for networking, self-driving car chips",1
595,Coal India ramps up supplies to address shortage at utilities,0
23,India to study sanctions impact for a payment mechanism with Russia,0
0,Air India gets bids for disinvestment,0
178,Nvidia vows to invest in Britain as part of Arm deal,1
163,EXPLAINER-Amazon's battle with Reliance for India retail supremacy,0
648,"Iraq strengthens grip on India oil market, with highest volumes in 29 months",0
111,"Amazon's cloud unit launches new chips to take on Intel, Nvidia",1
128,"US STOCKS SNAPSHOT-S&P 500, Nasdaq open higher on strong results from Nvidia, retailers",1
664,India armed forces head among 13 dead in helicopter crash,0
467,India's top refiner plans thousands of electric car charging stations,0
